project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
SafeGiantJacket/CarbonX,https://github.com/SafeGiantJacket/CarbonX,4,2,1,7,"The README file provides a good overview of the CarbonX project, including its tagline, introduction, project goals, architecture overview, and IoT integration details. The documentation is well-structured and easy to follow, making it a good starting point for anyone interested in the project. However, it lacks some essential elements, such as setup instructions for local development, contribution guidelines, and integration instructions (if applicable).","2 - Commits every other week. Weekly development summary: Week of 2025-08-15: This week, the development team set up the frontend and fixed an issue with Gitpod URL mapping for the carbon_frontend canister, enabling smoother development and testing. No new features were added, but the existing setup was improved to enhance the development experience. Overall, the changes were minor and focused on refining the development environment.; Week of 2025-08-22: Here is a concise summary of the changes:

This week, a new frontend feature was built, introducing a new Carbonara application with multiple screens and components, including authentication, marketplace, and portfolio management. Existing features were also improved, such as the addition of new canister types and modifications to the user interface. Overall, the changes represent a significant addition to the project, with over 7,000 lines of new code added, including new files, components, and configuration files.",dfx.json file found - indicates ICP/Dfinity project structure
https://github.com/icp-pulse,https://github.com/icp-pulse,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
Nimakra/Climatio,https://github.com/Nimakra/Climatio,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
tarrpurra/Memantic,https://github.com/tarrpurra/Memantic,4,2,1,7,"The documentation is good, but could be more detailed. The project overview provides a general idea of what the Memetic project is about, and the sections on Tech Stack, On-Chain Architecture, Features, Monetization, Roadmap, and Team provide a good understanding of the project's components and goals. The submission summary is also helpful in giving a brief overview of the project's achievements.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, new features were added to the Meme_generator tool, including a caption generator and an art generator, which were implemented through the addition of new files and modifications to the existing file structure. The changes also introduced a new file structure, including a Cargo.toml file, indicating a shift towards Rust development. Overall, the changes represent a significant expansion of the project's capabilities and a move towards a more robust and scalable architecture.; Week of 2025-08-15: This week, the development team made significant improvements to the authentication and routing features of the Mementic frontend. They added new authentication functionality, including login and logout capabilities, and updated existing features to utilize the new authentication system. Additionally, they modified several files to incorporate the new authentication features, including the use of a new `useAuth` hook to manage authentication state.",dfx.json file found - indicates ICP/Dfinity project structure
brun0sk/Exercicio4,https://github.com/brun0sk/Exercicio4,4,0,1,5,"The `to_do` project README file provides a good foundation for documentation, covering essential topics such as project setup, local development, and integration with the Internet Computer ecosystem. The file includes a brief introduction to the project, links to online documentation, and step-by-step instructions for running the project locally.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
syndisc/WCHL,https://github.com/syndisc/WCHL,4,0,1,5,"The README file provides a good overview of the project, including a general description, setup instructions for local development, and integration guides. It covers the necessary steps to get started with the project, including running the project locally, deploying canisters, and generating a candid interface. The file also provides additional resources for learning more about the Internet Computer development community and the Motoko programming language.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
XenomLight/EduChain,https://github.com/XenomLight/EduChain,4,2,1,7,"The README file provides a good overview of the EduChain project, its features, and its vision. It covers the key features, how it works, data storage, and NFT certificates. The documentation is well-structured and easy to follow, making it clear what the project is about and what it offers.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the development team made significant updates to the course feature, including improvements to the course model, course example data, and integration with the backend API. The team also added new types for Course and Module updates, and made changes to the authentication and authorization functionality.; Week of 2025-08-08: This week, several new features were added to the system, including the ability to register and login with email addresses, add internet identity functions to login and register processes, and update the user profile section and homepage. Existing features related to pricing, authentication, and course definition were refined and improved, including bug fixes and code improvements. Overall, the changes aim to enhance the functionality, usability, and stability of the application, providing a more user-friendly experience for users.; Week of 2025-08-15: This week, the development team made significant improvements to the platform, adding new features such as the ability to add courses from Coursera and ICP, a new master course feature for ICP, a Register & Login function, and a profile feature. Existing features were also refined, including the dashboard, email authentication, and login functionality, resulting in a streamlined user experience and expanded platform capabilities. Overall, the changes aim to enhance the user experience, improve the platform's usability, and expand its features, setting the stage for further development and growth.; Week of 2025-08-22: This week, the development team added new features, including a pre-post upgrade function and various NFT certificate functions, and improved the project's documentation with comprehensive API documentation and a revised README file. While no new features were added in Batch 2, the team made a minor update to the project, likely involving maintenance or refactoring work. Overall, the changes enhance the project's usability and accessibility.",dfx.json file found - indicates ICP/Dfinity project structure
iBrainiac/defi-ai-trading-agent,https://github.com/iBrainiac/defi-ai-trading-agent,4,0,1,5,"The README file provides a comprehensive overview of the DeFi AI Trading Agent project, including its architecture, key features, roadmap, requirements, setup and usage instructions, and licensing information. It is well-structured and easy to follow. The project description is clear and concise, and the feature sections provide a good understanding of the project's capabilities.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
cryptobenkei/icp-hubs,https://github.com/cryptobenkei/icp-hubs,4,1,1,6,"The README file provides a good overview of the ICP Domain Registry project, its purpose, and its features. It also includes a clear architecture section, which helps in understanding the project's components and their relationships. Additionally, the Quick Start section provides a decent setup guide for local development, which is helpful for new users.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-22: This week, the ICP Domain Registry was improved with a new README that provides an overview of the project, its core components, and key features. The registry canister was implemented, and the domain structure was defined. Additionally, the first commit was made, which included the setup of the project structure, files, and dependencies.",dfx.json file found - indicates ICP/Dfinity project structure
YieldexAI/yieldex-ic-wallet-manager,https://github.com/YieldexAI/yieldex-ic-wallet-manager,4,0,1,5,"The README file provides a good overview of the project's architecture, technical details, and setup instructions for local development. It also includes a quick start guide with prerequisites and a step-by-step deployment process. However, I would rate it as 4 instead of 5 because it is missing a general project description and some sections could be more detailed. For example, the ""🏗️ Technical Architecture"" section is quite dense and could benefit from more explanations or annotations. Additionally, the README could benefit from more explicit contribution guidelines, such as information on submitting pull requests or reporting issues.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Aboodtt404/BloomChain,https://github.com/Aboodtt404/BloomChain,4,0,1,5,"The README file provides a good overview of the project, its features, and its architecture. It includes a clear directory structure, which is helpful for understanding the organization of the project. The file also lists the current features, game features, and planned features, giving a sense of what the project is capable of and what it will become.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Kyrylog/proof-of-recycling,https://github.com/Kyrylog/proof-of-recycling,4,0,1,5,"The README file provides a good overview of the project, its unique features, and how to start the project locally. It also includes a brief description of the project's purpose, expected results, and links to presentation, demo video, and deployed project on ICP. The file covers most key elements, including project structure, unique features, and setup instructions for local development.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Ujjwal-sinha/InsureBTC,https://github.com/Ujjwal-sinha/InsureBTC,3,0,1,4,"The README file provides some basic information about the project, including the canister URL and API documentation for the various functions. However, it is missing some important elements, such as setup instructions for local development, a general project description, and contribution guidelines. The documentation is also quite dry and lacks a clear structure, making it difficult to follow. Additionally, there is no information on how to use the API or integrate it with other systems.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
InteliThreeGroup/Beneficios,https://github.com/InteliThreeGroup/Beneficios,4,2,1,7,"The README file provides a good overview of the BeneChain project, its features, and its value proposition. It is well-structured and easy to follow. The documentation covers the core value proposition for HR departments and workers, as well as the capabilities of the platform.","2 - Commits every other week. Weekly development summary: Week of 2025-08-15: This week, the development team refactored the frontend design and added Tailwind classes, resulting in an improved user interface. No new features were added, but the existing design was significantly modified and improved. The overall impact of the changes is an enhanced visual presentation of the application.; Week of 2025-08-22: This week, the team made significant progress by adding a new feature for translation in English and introducing the ""flow"" feature through a single commit. Additionally, the team improved the documentation by adding challenge and technique guides, enhancing the overall user experience. These changes aimed to further enrich the platform and provide a more comprehensive experience for users.",dfx.json file found - indicates ICP/Dfinity project structure
balkeumlabs/icp-fl-poc,https://github.com/balkeumlabs/icp-fl-poc,4,0,1,5,"The documentation is good, but it could be more detailed and structured. The README file provides a clear overview of the project, including its purpose, architecture, and key components. It also explains the Federated Learning concept and the end-to-end encryption mechanism. However, it lacks some essential elements, such as setup instructions for local development, integration instructions, and contribution guidelines. The documentation is well-organized and easy to follow, but it would benefit from more specific details and examples to help users understand the project better.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
FLUX-APP-LAB/flux,https://github.com/FLUX-APP-LAB/flux,4,0,1,5,"The README file provides a good overview of the Flux project, including its features, screenshots, and technical details. It also includes setup instructions for local development, which is a strong aspect. However, the documentation could be more detailed, particularly in the sections on ""Wallet Integration"" and ""Configuration"". Additionally, the ""Troubleshooting"" section is missing, which is an important aspect of documentation.",0 - no commits. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
https://github.com/test,https://github.com/test,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
https://github.com/peer2agent,https://github.com/peer2agent,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
balkeumlabs/icp-fl-poc,https://github.com/balkeumlabs/icp-fl-poc,4,0,1,5,"The README file provides a good overview of the project, including its purpose, architecture, and technical details. It covers the core concepts, architecture, and federated learning workflow, making it easy for readers to understand the project's scope and functionality.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Inferno-2025/ignite-ai-career,https://github.com/Inferno-2025/ignite-ai-career,4,0,0,4,"The README file provides a good starting point for understanding the project, but could be more detailed in some areas. The file includes a general project description, which is helpful, and sets expectations for editing the code. The ""How can I edit this code?"" section provides multiple options for editing, which is convenient for users. However, the instructions could be more explicit, especially for users who are new to the project. For example, the instructions for setting up the project using Node.js and npm could be broken down into more steps.",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
BlockChainTechBrazil/PetID-ICP,https://github.com/BlockChainTechBrazil/PetID-ICP,3,2,1,6,"The documentation is decent, but it lacks some essential elements. The project description is brief and provides a good overview of the PetID application. The architecture diagram is also a plus. However, there is no setup instruction for local development, which is crucial for contributors and developers. The integration instructions, if applicable, are not provided. Additionally, the contribution guidelines are not explicitly stated. The project roadmap and usage flow are present, but these sections could be more detailed to better explain the project's goals and functionality. Overall, the documentation is well-organized, but it needs more substance and detail to be considered excellent.","2 - Commits every other week. Weekly development summary: Week of 2025-08-08: This week, the development team added four new features: Canister Creation, Favicon and logo, Multilanguage support, and a Frontend Prototype, significantly expanding the product's capabilities and improving its user experience. Additionally, the team refactored the II Connection logic, further enhancing the product's performance.; Week of 2025-08-15: This week, the development team added several new features to the PetID-ICP application, including the ability to install the app as a PWA, a login screen, mobile menu, dark mode, IPFS integration, and animations to the home and profile screens. Existing features were also improved, such as the responsive design of the profile screen, the layout and design, and the language selector. These changes enhance the user experience, improve the overall functionality, and visual appeal of the application.",dfx.json file found - indicates ICP/Dfinity project structure
ColettoG/icp-ant-colony-optimization,https://github.com/ColettoG/icp-ant-colony-optimization,4,0,1,5,"The README file provides a good introduction to the project, including a brief description of what the project is and how to get started. The setup instructions for local development are also present, including the commands to start the replica, deploy canisters, and run the development server. Additionally, there is a note on frontend environment variables, which is a useful touch.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
LazyPota/AURa-,https://github.com/LazyPota/AURa-,4,1,1,6,"The README file provides a good overview of the project, including its features, architecture, and components. It also includes instructions for setting up the project for local development, which is a crucial aspect of documentation. The file could be improved by including more detailed instructions for deployment to the mainnet and integrating the project with other systems. Additionally, the file could benefit from more explicit contribution guidelines, such as information on how to report bugs or submit pull requests.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-15: This week, the development team made significant improvements to the application, focusing on backend refactoring and frontend enhancements to improve overall stability and performance. Existing features were refined to reduce errors and enhance functionality, with no new features added. The overall impact is an improved application with enhanced user experience and increased stability.",dfx.json file found - indicates ICP/Dfinity project structure
parimal-art/DeSocial,https://github.com/parimal-art/DeSocial,4,1,1,6,"The README file is well-structured and provides a good overview of the project's vision, problems it solves, and key features. The technical stack and project flow are also clearly described. However, I would rate it as 4 instead of 5 because it lacks setup instructions for local development and contribution guidelines. The project description is general and doesn't provide specific details about the setup process, which might be confusing for new contributors or developers who want to start working on the project locally. Additionally, the contribution guidelines, such as how to submit pull requests or report issues, are not mentioned. Overall, the documentation is good, but it could be improved by including more specific details and guidelines for contributors.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-22: This week, the messaging and notification features were updated, indicating improvements to the existing functionality. No new features were added. The overall impact of the changes is minor, focusing on refining existing features.",dfx.json file found - indicates ICP/Dfinity project structure
Mercatura01/The88,https://github.com/Mercatura01/The88,4,0,1,5,"The documentation is good overall, providing a clear and concise overview of the project's problem statement, solution, and features. The description of the platform's architecture and technology stack is also well-done, making it easy to understand the unique value proposition of The88. However, there are a few areas where the documentation could be improved.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
saheramr15/CargoTrace,https://github.com/saheramr15/CargoTrace,3,2,1,6,"The README file provides a good introduction to the CargoTrace Finance project, including a description of the problem it solves and an overview of its key features. However, it falls short in terms of providing setup instructions for local development, integration instructions, and contribution guidelines.","2 - Commits every other week. Weekly development summary: Week of 2025-08-08: This week, significant improvements were made to the Candid smart contract and the Cargo Trace Frontend. The Candid smart contract was refactored with new types and functions for document and loan management, and the Cargo Trace Frontend was updated with a new backend service for interacting with the smart contract. The frontend also includes a new dashboard for viewing and managing documents and loans.; Week of 2025-08-15: This week, the development team set up a new project infrastructure, including a new watcher.js file and updated the lib.rs file, while laying the groundwork for future development by building out the cargo_trace_backend feature. They also made significant improvements to the user interface, enhancing the user experience with a new navigation bar and customizable dashboard, as well as adding multi-language documentation and fixing several bugs. Overall, the changes aim to improve the usability, accessibility, and stability of the application, while setting the stage for future enhancements.; Week of 2025-08-22: This week, the development team focused on refining the dashboard feature, including an update to the sidebar component and improvements to the overall dashboard experience. Additionally, they fixed an error related to loans and built a new backend service. Overall, these changes aim to enhance the user interface and backend functionality of the application.",dfx.json file found - indicates ICP/Dfinity project structure
farhanalfatih/AI-Generate-Dokumen-di-Blockchain,https://github.com/farhanalfatih/AI-Generate-Dokumen-di-Blockchain,4,1,1,6,"The README file provides a good overview of the project, including its features, system architecture, and prerequisites. The installation and setup instructions are detailed and cover the necessary steps for local development, including environment variable configuration and DFX setup. The documentation also includes a table of contents, which makes it easy to navigate. However, I would like to see more details on the integration guide and contribution guidelines. For example, the README mentions the OpenRouter API Key, but it would be helpful to provide more information on how to obtain it or how to use it in the project. Additionally, the documentation could benefit from more clarity and structure, particularly in the sections on system architecture and troubleshooting. Overall, the documentation is good, but it could be improved with more details and clearer explanations.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-15: This week, the development team added a new feature for login and encrypted content, as well as made minor updates and fixes to the frontend UI, refining the user interface and underlying code. The overall impact is an enhancement in the user experience and security, with no significant changes to existing features. The new feature and improved UI aim to provide a more secure and user-friendly experience for users.",dfx.json file found - indicates ICP/Dfinity project structure
GuilhermeJMoura/all-but-code,https://github.com/GuilhermeJMoura/all-but-code,3,0,0,3,"The documentation is decent, but it lacks some important elements, particularly setup instructions for local development and contribution guidelines. The general project description is present, but it could be more detailed. The README provides a good overview of the platform, its features, and its competitive advantages, making it easy to understand the context and goals of the project. However, it falls short in providing instructions on how to get started with the project or how to contribute to it.",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
ArielSltty/Orion,https://github.com/ArielSltty/Orion.git,2,1,1,4,"The README file has a good overall structure and provides a general project description, key features, and capabilities. However, it falls short in providing essential documentation elements. There are no setup instructions for local development, and the project structure is only briefly mentioned. Integration instructions are also absent, making it difficult for users to integrate Orion with other systems. Contribution guidelines are present, but they are very brief. The documentation could be improved by including more detailed information on setup, integration, and contribution. Additionally, while the content is well-organized, the formatting could be improved by using headings and bullet points consistently throughout the document.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-01: A new week of development! This week, a Rust example for Fetch.ai x ICP was built from scratch, introducing a new feature set comprising an agent implementation, images, and backend infrastructure. The changes include the addition of numerous files, including configuration files, source code, and documentation, with no deletions or renames. Overall, this marks a significant step forward in the development process, moving from an empty repository to a functional example implementation.",dfx.json file found - indicates ICP/Dfinity project structure
JonathanMaverick/DContest,https://github.com/JonathanMaverick/DContest,4,0,1,5,"The documentation is good, but could be more detailed. It provides a general overview of the project, including its purpose and features. The setup instructions for local development are present, covering installation of node modules, starting the replica, and deploying canisters. Additionally, the documentation provides instructions for running the AI service locally.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Nik-19213/Bitfinance-Defi-dApp_ICP,https://github.com/Nik-19213/Bitfinance-Defi-dApp_ICP,4,0,1,5,"The README file provides a good overall introduction to the BitFinance project, including its features, prerequisites, and quick start guide. The setup instructions for local development are clear and concise, making it easy for users to get started. The documentation also includes a general project description and integration instructions for Plug wallet.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
danielabrahamx/Paramify,https://github.com/danielabrahamx/Paramify/tree/ICP1,4,0,1,5,"The documentation is overall good, providing a clear overview of the project and its features. It also includes detailed setup instructions for local development, which is excellent. However, I would like to see more information on the project's architecture, technical requirements, and potential deployment options beyond just local development. Additionally, there is no explicit section on contribution guidelines, which could be helpful for potential contributors. The documentation is well-structured and easy to follow, with clear instructions for each step. The grammar and formatting are also good. Overall, the documentation is strong, but could benefit from a bit more detail and completeness.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
mateussda/learn-on-chain,https://github.com/mateussda/learn-on-chain,3,0,1,4,"The README file provides a good overview of the project's purpose and concept, which is valuable for understanding the project's context. However, it lacks comprehensive documentation for local development, integration, and contribution guidelines. The ""Como rodar"" section provides basic setup instructions for local development, but it only covers the installation of dependencies and starting the development environment. It would be more useful if it included detailed instructions on how to interact with the canisters, how to deploy the project, and how to test it.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
DeTrustLabs/escrow-protocol,https://github.com/DeTrustLabs/escrow-protocol,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
sirilux191/SiriluxFitverse,https://github.com/sirilux191/SiriluxFitverse,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
BeGods/ICP-HACKATHON,https://github.com/BeGods/ICP-HACKATHON.git,4,1,1,6,"The README file provides a good overview of the project, its architecture, and its components. The table of contents is well-organized, making it easy to navigate through the sections. The project description is clear and concise, providing a good understanding of what the project is about.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-22: This week, new features were added to the project, including the ability to send and receive quest packets between nodes, integration of an ICP wallet, setup of ICP, game 3, and market place auth and admin flow. Existing features, such as the game backend and frontend, were updated to the latest versions, and the frontend and backend directories were restructured to establish them as proper subtrees. These changes lay the foundation for future development and improvement of the game, aiming to improve its overall functionality and usability.",dfx.json file found - indicates ICP/Dfinity project structure
cultureic/ckPayment,https://github.com/cultureic/ckPayment,4,1,1,6,"The README file provides a good overview of the project, including a clear description of what ckPayment is and its features. The architecture overview diagram is also helpful in understanding the project's structure. However, the documentation is missing some essential elements, such as setup instructions for local development, integration instructions, and contribution guidelines.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-15: This week, the development team added numerous new features, including a product management tab, subscription management components, analytics, and comprehensive payment form components, as well as improved existing features such as dashboard CRUD operations, discount/coupon management, and token management. They also enhanced the architecture of the Factory Backend and SDK, improved data management, and optimized frontend services for better API integration. Overall, the changes significantly expand the capabilities of the application, providing a more comprehensive and user-friendly payment system with enhanced development experience and functionality.",dfx.json file found - indicates ICP/Dfinity project structure
IaagoTavares/HACKATON-ICP-WHL25-NatRound,https://github.com/IaagoTavares/HACKATON-ICP-WHL25-NatRound,3,0,1,4,"The README file provides a good general overview of the project, including its problem context, proposed solution, and objectives. However, it falls short in terms of providing comprehensive setup instructions for local development and deployment. The instructions for running the front-end and compiling/deploying the canisters are present, but they are not detailed enough for a newcomer to the project. Additionally, there is no integration guide or contribution guidelines provided. The file could be improved by adding more step-by-step instructions for setting up the project locally, as well as information on how to contribute to the project. Overall, the file is clear and well-structured, but could benefit from more detail and additional guidance for users and contributors.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
devyveslevi/chat_app,https://github.com/devyveslevi/chat_app,3,0,0,3,"The README file provides some basic information about the project, but it is missing some important elements. The file starts with a clear project title and a brief task statement, which is a good start. However, it lacks setup instructions for local development, which is crucial for users to get started with the project. Additionally, there is no general project description, which would help readers understand the purpose and scope of the project. The file also does not include integration instructions or contribution guidelines, which are important for users who want to use the project or contribute to it.",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
Txrmarcos/TalentChain,https://github.com/Txrmarcos/TalentChain,4,0,0,4,"The documentation is good, but could be more detailed. The project overview provides a clear description of the platform's features and problems it solves. The problem statement effectively highlights the issues with traditional freelancing platforms and how TalentChain addresses them. The system architecture is well-organized, with a clear diagram and detailed smart contract descriptions.",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
Jack0thy/Constellation_Protocol,https://github.com/Jack0thy/Constellation_Protocol,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
edu-porto/icp-bets-4-fun,https://github.com/edu-porto/icp-bets-4-fun,4,0,1,5,"The README file provides a good overview of the project, including its purpose, features, and architecture. The ""Demo"" section is a great addition, providing a visual representation of the platform's capabilities. The ""Architecture"" section is also useful, breaking down the platform into its constituent parts and providing links to relevant code files.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
FidelinaArteaga/magreste-icp,https://github.com/FidelinaArteaga/magreste-icp,4,1,1,6,"The documentation quality is good, but it could be more detailed. The README file provides a general project description, which is helpful for understanding the purpose and functionality of the project. The key components, main data types, and service methods are also well-organized and easy to follow.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-08-01: This week, the development team worked on improving the backend and frontend of the application. They added new dependencies to the `package.json` file and made changes to the `magreste_labs_frontend` directory, including renaming a file and modifying the `package.json` file. These changes appear to be focused on setting up the project for further development and may not have introduced new features or significant improvements to the application.",dfx.json file found - indicates ICP/Dfinity project structure
Delistoianov/split-bill-icp,https://github.com/Delistoianov/split-bill-icp,4,0,1,5,"The README file provides a good overview of the Churrasplit project, including its purpose, features, and architecture. The file is well-structured and easy to follow, with clear headings and concise descriptions. The setup instructions for local development are also included, which is a plus.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Ghostkeys-App/ghostkeys-app,https://github.com/Ghostkeys-App/ghostkeys-app,4,2,1,7,"The documentation is good, but it could be more detailed and organized. The project description is present, but it could be expanded to provide a better understanding of the project's goals and motivation. The architecture section is well-structured, but some technical terms and jargon may be unfamiliar to non-technical readers. The security model section is comprehensive, but some sections are quite dense and could be broken down into smaller, more digestible chunks.","2 - Commits every other week. Weekly development summary: Week of 2025-08-15: This week, the development team made significant progress on the new design of the Ghostkeys application. The main highlights include the addition of new components such as WebsiteLogins, SecureNotes, and Spreadsheet, as well as improvements to the TopBar and Sidebar components. The overall appearance of the application has been enhanced with new styles and layouts, while also introducing a more user-friendly interface.; Week of 2025-08-22: This week, the development team made significant progress, adding new features such as implementing slip-0010, a new factory with integration flow, and modifying the `getSeed` method to fetch from IndexedDB. Existing features were also improved, including encryption, user profile management, and the API's performance. Overall, these changes enhance the API's functionality, improve its performance, and provide a better user experience.",dfx.json file found - indicates ICP/Dfinity project structure
misterclayt0n/data_mining_motoko,https://github.com/misterclayt0n/data_mining_motoko,4,0,1,5,"The README file provides a good overview of the project, its features, and its purpose. It also includes setup instructions for local development, which is a major plus. The tutorial link is a nice touch, making it easy for users to get started.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
https://github.com/toolkit-development,https://github.com/toolkit-development,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
prp101/develo-dao,https://github.com/prp101/develo-dao,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
Miabritacreations/Changa_DAO,https://github.com/Miabritacreations/Changa_DAO,4,2,1,7,"The documentation is good, but it could be more detailed. Setup instructions for local development are provided, which is excellent. The general project description is also present, giving a good overview of the project's purpose and vision. However, there is no integration guide provided, which could be important for users who want to connect Changa DAO with other systems. Contribution guidelines are present, which is a plus. Overall, the documentation is clear and well-structured, but it could benefit from more specific details on how to set up the project and how to contribute.","2 - Commits every other week. Weekly development summary: Week of 2025-08-15: This week, a single commit was made to fix a permission issue, indicating minor updates and fixes to the existing codebase. No new features were added, and the overall impact of the changes was to resolve a specific problem rather than introducing significant improvements.; Week of 2025-08-22: This week, the development team implemented Internet Identity (ICP) authentication and integration into the Changa DAO frontend. New features include user profile management, voting, and wallet integration. Additionally, the dashboard and proposals lists were modified to fetch data from the backend, and several components were created or updated to support ICP authentication.",dfx.json file found - indicates ICP/Dfinity project structure
https://github.com/dhaniverse,https://github.com/dhaniverse,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
c0utin/vex,https://github.com/c0utin/vex,4,0,1,5,"The README file provides a good overview of the VEX project, including its features, quick setup instructions, and documentation. The setup instructions for local development are detailed and easy to follow, which is a major plus. The project description is also clear, and the documentation section points to comprehensive documentation in the `/docs` directory.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
rxshil09/DAO_launcher_kit,https://github.com/rxshil09/DAO_launcher_kit,4,2,1,7,"The README file provides a good overview of the DAOVerse project, its key features, and technical architecture. It includes a brief project description, highlighting the main components and functionality of the platform. Additionally, the file provides a high-level overview of the technical architecture, including the backend and frontend structures.","2 - Commits every other week. Weekly development summary: Week of 2025-08-01: This week, the development team made significant progress in setting up the asset canister for the DAO Launcher, marking the addition of a new feature. Additionally, improvements were made to the project's configuration, and the team conducted a refactoring or cleanup effort, deleting components and files to simplify and organize the code structure. Overall, while no new features were added, the changes aim to improve the infrastructure and organization of the project, laying the groundwork for future developments.; Week of 2025-08-08: This week, the development team focused on adding new features and improving existing ones. The main changes include the addition of routes in the frontend application, with a new commit adding functionality to the `App.jsx` file. Additionally, the `README.md` file was updated with new content. Overall, the changes aim to enhance the user experience and provide more functionality to the application.; Week of 2025-08-15: This week, the development team added numerous new features to the project, including recent activity API and frontend support, navigation button to Settings from DAO management, stake lookup and reward preview, batch asset upload, name search, full transaction lists, and more. Existing features were modified or improved, such as governance proposal features, proposal voting, and DAO management, to enhance the user experience and functionality. Overall, these changes aim to improve the platform's governance, management, and treasury capabilities, as well as enhance the user experience and stability of the application.",dfx.json file found - indicates ICP/Dfinity project structure
