project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
Surya-531/SynapseMind-AgriAI,https://github.com/Surya-531/SynapseMind-AgriAI,3,1,1,5,"The README provides clear setup instructions for local development, including prerequisites, cloning the repo, installing backend (Python) and frontend (React) dependencies, and running both services. It also includes a detailed ICP integration guide, describing authentication, on‑chain logging, and deployment commands. However, it lacks a concise project description that explains the overall purpose, goals, and target users of the system. There are no contribution guidelines, code of conduct, or instructions for testing and linting, which are important for external collaborators. The formatting is generally readable but contains minor inconsistencies (e.g., incomplete code fences, stray punctuation). Overall, the documentation covers the core installation and integration steps but misses several key elements, placing it at a “fair” level.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week the project was reorganized and expanded with two new backend services: a Flask‑based crop‑recommendation API (croprec/cropflask.py and related model/encoder files) and a Flask‑based yield‑prediction API (yieldprediction/flask_predict_app.py and its model files). Core data and model assets were moved into dedicated “cropproduction” and “yieldprediction” directories, and the README was overhauled to reflect the new decentralized AI advisory scope and the correct GitHub URL. Unused front‑end files (index.html, prodpredictor.ipynb, pubspec.yaml) were removed, streamlining the repository for the new features.",dfx.json file found - indicates ICP/Dfinity project structure
aliscie2/oDoc,https://github.com/aliscie2/oDoc,2,3,1,6,"The README provides a handful of useful commands (testing, WASM troubleshooting, a “Manual Setup (Advanced)” sequence) and a brief contribution checklist, which gives a minimal level of local‑development guidance. However, it lacks a clear, high‑level project description that tells a reader what the software does or its primary goals. There is no integration or usage guide for consumers of the library/application, and the contribution section is sparse (no PR workflow, code‑style rules, or links to contribution resources). The document also contains numerous typographical errors, inconsistent formatting, and unexplained prerequisites (e.g., required versions of Node, Yarn, DFX, Rust). Because of these significant gaps in essential documentation elements, the overall quality is poor.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: This week we added richer email notifications with loading skeletons and detailed previews, moved the auth check into the useProgress hook, upgraded UI components (e.g., CryptoAgreementStep, AIConversationStep) with smoother animations, and redesigned notifications as badge elements while refining the jellyfish‑eye animation. We also fixed file‑content page loading, 404 handling, and permission checks, simplified theme configuration, polished the landing‑page UI, typography, and responsive layout, updated SEO meta tags, and removed unused components. These changes boost user experience, maintainability, and overall debugging clarity.; Week of 2025-09-08: We added a new SEO component with job‑posting and FAQ schema, introduced a CTA section and customizable login button on the landing page, and built dynamic credit handling via a centralized ask_ai utility that migrates AI calls from Anthropic to Groq (including retrieval‑augmented generation and updated model limits). Job‑matching logic was made environment‑aware and fully documented, authentication was hardened by re‑enabling derivationOrigin and simplifying identity‑provider configuration, while branding assets, PWA splash icons, and theme‑based UI clean‑ups unified the visual experience. Together, these updates improve discoverability, AI capabilities, security, and UI consistency across the platform.; Week of 2025-09-15: New UI and functionality were added, including context‑aware chatbot enhancements (typing animations, user‑type‑specific welcome messages), a redesigned job‑search interface with quality indicators and empty‑state handling, consolidated Google Calendar integration, USDC conversion support in the wallet, and SEO/FAQ components on the landing page. Existing components were refined with stronger type safety, improved error handling and validation for match connections, theme‑variant styling (chip variants, light/dark mode optimizations, pulse animation), responsive layout tweaks for registration and calendar toolbar, and added debug logging for match processing. Together these updates significantly boost user experience, visual consistency, and overall reliability while improving code maintainability.",dfx.json file found - indicates ICP/Dfinity project structure
AAK581/ic-carnage,https://github.com/AAK581/ic-carnage,3,1,1,5,"The README provides a clear **setup section** with step‑by‑step `dfx` commands for running the project locally, which is useful for developers. However, it lacks a **general project description** that explains what “IC Carnage” actually is, its purpose, architecture, or key features. There is no **integration guide** for how to use the deployed canisters in other projects, nor any **contribution guidelines** (e.g., how to submit issues, pull requests, coding standards, testing procedures). The formatting is generally clean, but the absence of these essential sections limits its usefulness, placing it at a “fair” level. Adding a concise overview, usage examples, and contribution instructions would raise the score.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Implemented a basic token canister with minting and balance functions and introduced a foundational ICRC‑7 NFT system, alongside a local ICP ledger setup for testing token swaps. Updated the README to document these additions and applied minor updates and fixes throughout the codebase. These changes deliver core token and NFT capabilities and provide a local testing environment for further development.",dfx.json file found - indicates ICP/Dfinity project structure
RiverrFinance/clearing_house,https://github.com/RiverrFinance/clearing_house,1,1,1,3,"The provided README contains only a single line (`use.did`) and a brief, misspelled heading pointing to “Scripts/functions”. It lacks any substantive project description, setup instructions for local development, integration guidance, or contribution guidelines. There is no structure, formatting, or grammatical content beyond the heading. Because the documentation is essentially absent, it falls into the “Very Poor” category.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-08: This week the market creation API was streamlined by dropping the asset‑pricing parameter and now returns the market index, while core trading capabilities—including opening/closing positions, deposits/withdrawals, and liquidity removal—were finalized alongside admin role‑management. A new “Add Liquidity” feature was added, enabling users to contribute assets to liquidity pools. All of these enhancements have been approved and are ready for deployment, simplifying workflows, expanding financial operations, and preparing key market components for production release.",dfx.json file found - indicates ICP/Dfinity project structure
Smitbafna/IPX,https://github.com/Smitbafna/IPX,2,2,1,5,"The README provides a solid high‑level overview of the IPX Protocol, its purpose, the problems it solves, and detailed technical descriptions of the new verification and insurance features. However, it is missing several critical sections required for comprehensive documentation:","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: Added two new API routes (`frontend/app/api/youtube/exchange-code/route.ts` and `frontend/app/api/youtube/oauth-init/route.ts`) to implement the YouTube OAuth flow and zk‑proof verification. This introduces backend support for authenticating users via YouTube and handling token exchange, expanding the platform’s integration capabilities. No existing files were altered; the changes solely add new functionality.; Week of 2025-09-08: This week the NFT‑registry canister was expanded with full YouTube‑based identity verification: new structs for YouTube identity/metrics, a `mint_nft_with_youtube_verification` entry point, and a `verify_video_engagement` function that checks channel ownership, subscriber/view thresholds and video‑level engagement via zk‑SNARK proofs. The zk‑proof verification logic was refactored to support multiple `ProofType`s and a legacy key‑setter was added, while the canister’s Cargo.toml was updated with the required Arkworks, SHA‑2 and hex crates. These changes introduce YouTube‑driven KYC and engagement checks for NFT minting, enhancing security and utility without altering the existing frontend.; Week of 2025-09-15: This week we added core data structures and basic functions for slashing and insurance pools, introduced slashing‑condition logic, and implemented the ability to file and process insurance claims, with documentation updates and final polishing to solidify the penalty and insurance mechanisms. We also strengthened the upgrade workflow by fixing pre‑upgrade and post‑upgrade functions, improving system reliability during upgrades. Together, these changes lay the groundwork for robust penalty/insurance features and a more dependable upgrade process.",dfx.json file found - indicates ICP/Dfinity project structure
NeteamIndustry/Modl-Phownership,https://github.com/NeteamIndustry/Modl-Phownership,3,1,1,5,"The README provides a solid project overview, clear architecture diagram, and thorough local development setup instructions (prerequisites, project layout, quick‑start steps, and configuration details). It also includes some integration guidance for connecting the frontend to the external Python API and a brief look at the Motoko canister’s data model. However, it lacks several important elements: there are no contribution guidelines, testing instructions, deployment steps for mainnet beyond a brief note, detailed API documentation, licensing information, or troubleshooting tips. The documentation is clear and well‑structured but incomplete, preventing it from reaching a higher rating.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-08: This week introduced a new UI layout and a Motoko‑based backend service for verification and workflow management, plus an API endpoint to retrieve all verified photos. An unused agent component was removed and minor updates and fixes were applied across the codebase. Together, these changes improve the user experience, expand backend functionality, and streamline the project’s code.",dfx.json file found - indicates ICP/Dfinity project structure
gov-mind/ic_govmind,https://github.com/gov-mind/ic_govmind/,0,2,1,3,No documentation assessment provided.,"2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week we introduced a new committee feature and expanded token management with a token transfer API, token creation capability, and support for Ethereum‑based tokens. We also fixed the increment_nonce bug and addressed stability issues, enhancing overall reliability. These additions broaden core functionality, enable cross‑chain token operations, and improve system robustness.; Week of 2025-09-15: This week we delivered a full debate‑simulation flow, a standalone Proposal Copilot with three‑step creation, comprehensive committee support integrated into the DAO model and UI, and a multi‑tab DAO management dashboard with live data, interactive charts and multi‑chain wallet balances. We expanded chain handling (Chain Fusion, EthLocal, EthSepolia), added ICRC token transfers, upgraded the wallet to select chains dynamically, refactored DAO hooks, introduced exponential‑backoff retry, standardized debug logging and canister logs, and improved factory canister environment configuration and deployment scripts. Together these changes greatly enhance proposal creation, governance, cross‑chain operations and observability while streamlining developer workflows.",dfx.json file found - indicates ICP/Dfinity project structure
samar-ux/I-dev,https://github.com/samar-ux/I-dev,3,1,0,4,"The README provides a solid project overview, clear description of the platform’s purpose, and detailed feature lists—including specialized dashboards, authentication methods, tracking, and Web3 payment gateway configurations. The structure is well‑organized with a table of contents and visual badges, and the language is mostly clear.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week we launched the IDEV Web3 Shipping Platform, adding a multi‑channel shipment‑confirmation system (SMS, Email, WhatsApp), blockchain‑based tracking, smart‑contract logistics workflows, and full multilingual support (Arabic, English, French) with a language‑switch component. We also expanded the registration flow with World ID, MFA, KYC/AML and ICP verification icons, upgraded the KYC/AML process, and introduced a Web3‑native payment suite covering Ethereum, Polygon, BSC, ICP, DeFi, NFTs and cross‑chain bridges, all backed by detailed documentation. An AdminDashboard for user management, monitoring, settings and analytics, plus UI/UX refinements such as home‑page redirects, copy cleanup and enhanced translation controls, round out the release, delivering stronger identity verification, richer payment options, and a more polished, globally ready user experience.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
ReCheck-io/iob-log-service,https://github.com/ReCheck-io/iob-log-service,2,1,1,4,"The README fragment provides a brief overview of the technology stack, licensing, and a support link, but it lacks several essential elements required for a high‑quality documentation set.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: A full Next.js front‑end for the tokenization service was added, replacing the placeholder `ui/.gitkeep` with a complete UI directory that includes configuration files, a package manifest, Tailwind/PostCSS setup, and a rich set of React components and pages (dashboard, token detail, modals, etc.). This introduces a new static UI layer that enables users to view and manage tokens, while the existing backend code remains unchanged. The addition vastly expands the project’s functionality by providing a ready‑to‑use user interface.",dfx.json file found - indicates ICP/Dfinity project structure
utkarsh1507/ICP_AI_Agent,https://github.com/utkarsh1507/ICP_AI_Agent,0,3,1,4,No documentation assessment provided.,"3 - Commits every week. Weekly development summary: Week of 2025-09-01: Minor updates and fixes.; Week of 2025-09-08: Implemented a new authenticated “User” page with routing, redirect logic from the landing page, and a login button in the Features section, while simplifying the Header and Footer UI. Enhanced the auth hook with proper context checks, added DFINITY SDK dependencies and workspace support for the Langchain_Tools package, and updated related package files. Minor backend formatting tweaks and dependency adjustments were also applied.; Week of 2025-09-15: This week we delivered minor updates and fixes, primarily refining AI tools and addressing backend issues to improve stability and performance. The changes enhance the reliability of existing features without introducing new functionality.",dfx.json file found - indicates ICP/Dfinity project structure
akup/multicanister,https://github.com/akup/multicanister,3,0,1,4,"The README provides a fair amount of practical information for getting the project up and running, such as installing required binaries (`ic-wasm`, `didc`, `wasm-opt`), setting up the PATH, and starting the Pocket IC Core service and ICR CLI. It also outlines the repository’s directory layout and notes important build considerations for submodules.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
GeheshbabuD/cryptexid-website1,https://github.com/GeheshbabuD/cryptexid-website1,3,1,0,4,"The README provides clear, well‑formatted setup instructions for local development (npm start, test, build, eject) and useful links to the official Create React App documentation. However, it lacks a meaningful project description beyond “bootstrapped with Create React App,” offers no integration or usage guide specific to this project, and does not include any contribution guidelines or information about how to submit issues/pull requests. While the structure and grammar are solid, the missing contextual and collaborative details keep the documentation at a basic “fair” level.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Added four GitHub Actions workflow files (webpack.yml, npm-publish.yml, npm-publish-github-packages.yml, static.yml) to automate building with webpack, publishing the package to npm and GitHub Packages, and deploying static assets. These CI/CD pipelines extend the initial project setup by introducing automated build, test, and release processes. No source‑code files were modified.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
RhinoSpider/rhinospider_extension,https://github.com/RhinoSpider/rhinospider_extension,2,1,1,4,"The README provides a solid high‑level overview of the project (description, version, structure, key features, production canister IDs, and links to external documentation). However, it lacks essential on‑page elements such as local development setup instructions, integration or usage guides, and contribution guidelines. While the external docs may contain those details, the README itself does not expose them, leaving new contributors or developers without a clear path to get the code running or to understand how to contribute. Grammar and formatting are generally fine, but the missing core sections constitute a significant gap, resulting in a “Poor” rating.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week introduced the RhinoSpider Enterprise Marketplace, adding a new Motoko canister and a full React frontend (catalog, dashboard, profile) under apps/marketplace along with deployment assets, scripts, and type definitions. The storage canister was extended to authorize the marketplace canister and shared types were expanded (e.g., ProvenanceRecord), while dfx.json and related config files were updated to include the new canister and its assets. Documentation and the README were also revised to list the marketplace components, canister IDs, and live URLs.",dfx.json file found - indicates ICP/Dfinity project structure
tarrpurra/Memantic,https://github.com/tarrpurra/Memantic,3,2,1,6,"The README provides some essential setup steps—starting the replica, deploying canisters, creating a `.env` file, and running the frontend server—which cover the basics of local development. It also points to a contribution guide and includes a note on handling environment variables for production builds. However, it lacks a clear project overview or description, offers only minimal integration guidance, and the instructions are fragmented and contain formatting/grammar issues (e.g., missing code fences, inconsistent markdown, typos). While the core commands are present, the documentation would benefit from a more structured introduction, detailed step‑by‑step setup, and clearer integration instructions to reach a higher rating.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week the frontend routing was corrected by switching all imports to react‑router‑dom and cleaning up several pages, while the backend service was refactored to create a dedicated development agent, fetch the root key, and simplify canister configuration by importing the idlFactory directly. CSP headers were added to dfx.json, environment handling was streamlined (hard‑coded dev mode and centralized identity provider), and the BackendTest component now includes a connection test and richer health checks. Supporting build files (Vite, Tailwind, package‑lock) and the index.html favicon were also updated, and the troubleshooting guide was removed.; Week of 2025-09-08: UI enhancements and an authentication bug fix were implemented, alongside updates to the README documentation. Additionally, work progressed toward a maintenance deployment. These changes improve usability, security, and preparation for the next release.; Week of 2025-09-15: This week the voting backend was optimized by lowering the outcall cycle cost and the frontend was refined with safer BigInt handling, a periodic refresh of vote counts on the Portfolio page, and a refactored MemeCard component that more reliably checks and updates vote status. Authentication handling was hardened: the environment now supports a local Internet Identity canister, AuthContext uses the backend service’s authentication flag, and backendService improves storage‑aware agent setup while avoiding anonymous identities. Overall, these changes boost performance, reliability, and developer experience without adding new files.",dfx.json file found - indicates ICP/Dfinity project structure
RafaelCostaSolutions/icp-onboarding-hub-br,https://github.com/RafaelCostaSolutions/icp-onboarding-hub-br,4,1,1,6,"The README provides a solid project overview, clearly stating the problem, objectives, deliverables, roadmap, and impact. It includes comprehensive local development setup instructions with exact commands for installing DFX, cloning the repo, starting the replica, deploying, and accessing the site. The structure is well‑organized with headings, bullet points, and code blocks, and the language is generally clear and grammatically correct.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week we delivered a comprehensive update to the regional version of the application, revising the core script (ScriptEtapaRegionalAtualizado.js), its stylesheet, and refreshing key HTML pages (tutorials, playground, resources, and the regional home page) to improve functionality, visual consistency, and user experience. We also added file‑upload capability to streamline regional workflow handling. Minor bug fixes and refinements were applied throughout the codebase.",dfx.json file found - indicates ICP/Dfinity project structure
Unchainers/Overworked,https://github.com/Unchainers/Overworked,2,1,1,4,"The README provides only a handful of sections—some screenshots, a list of owners, a set of external links, and contact information. It lacks a clear project description that explains what the software does, its purpose, or its key features. There are no setup or installation instructions for local development, no guide on how to integrate or use the project, and no contribution guidelines for external contributors. While the acknowledgement links are useful, they do not replace the core documentation needed to get a new developer up and running. Overall, the document is very sparse, with significant gaps in essential information, resulting in a low rating.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-08: Implemented UI refinements—including a new static logo in the navbar, integration of a (currently commented) mouse‑follower component, and updated Uppy file‑upload dependencies and styles—while also expanding the Internet Identity candid interface with additional OpenID configuration fields and feature flags. Backend canister metadata was updated (hashes and init JSON) to reflect the stable regional round version. Overall, the changes polish the frontend experience and extend authentication capabilities without adding new modules.",dfx.json file found - indicates ICP/Dfinity project structure
Unknowners/notonlybitcointips,https://github.com/Unknowners/notonlybitcointips,3,1,1,5,"The README provides a basic overview of the project structure, deployment commands, and brief descriptions of the backend and frontend components. It includes a minimal contribution workflow and useful links for support. However, it lacks detailed setup instructions for local development—there are no steps for installing prerequisites (e.g., DFX, Node.js), installing frontend dependencies, or running the React dev server. There is also no explicit integration guide showing how the frontend connects to the Motoko canisters, nor any environment configuration details. While the sections are clearly organized and free of major grammatical issues, the missing practical onboarding information keeps the documentation at a fair level rather than good or excellent.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week the team added a local ICP Ledger canister for development testing and introduced secure session storage with automatic loading and timeout handling. The ICP withdrawal flow was overhauled: balance checks were delegated to the ledger, sub‑account handling was fixed, extensive logging and error handling were added, and the local ledger was removed from production deployments to simplify canister configuration. These changes improve the reliability of fund transfers, streamline production deployment, and enhance user session management.",dfx.json file found - indicates ICP/Dfinity project structure
Wow11One/happy-wheels,https://github.com/Wow11One/happy-wheels,2,0,1,3,"The README fragment provides a brief overview of the platform’s benefits and a link to the deployed project, but it lacks essential documentation elements. There are no setup instructions for local development, no clear, comprehensive project description, no integration or usage guide, and no contribution guidelines. The structure is minimal, and while the language is readable, the content is insufficient for developers to get started, contribute, or understand how to integrate with the project. Consequently, the documentation falls into the “Poor” category due to these significant gaps.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Ananya-Mittal/Elira_WCHL,https://github.com/Ananya-Mittal/Elira_WCHL.git,2,1,0,3,"The README provides a clear high‑level overview of the project’s vision, target audience, key features, tech stack, and social impact, which is useful for understanding what the product aims to achieve. However, it lacks essential technical documentation:","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Added language updates and introduced a new “Elira” component, delivering both front‑end and back‑end functionality. This expands the system’s multilingual support and provides a new feature set for users.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
Mercatura01/TURNX,https://github.com/Mercatura01/TURNX,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
Satsurance/canisters,https://github.com/Satsurance/canisters/tree/feature/staking-layout,0,3,1,4,No documentation assessment provided.,"3 - Commits every week. Weekly development summary: Week of 2025-09-01: This week the reward‑distribution test suite was refactored and expanded with edge‑case coverage and a new test for reward handling, and the MINIMUM_DEPOSIT_AMOUNT constant was updated as part of the overhaul. Minor updates and fixes were also applied, collectively boosting the reliability and maintainability of the reward logic.; Week of 2025-09-08: Integrated the Sat‑UI component into the main repository and consolidated deposit, time, and episode helper functions inside the Client class, adding a new TestClient helper and moving shared utilities to a common module. Critical bugs in the reward‑rate‑per‑share calculation and deposit/withdraw logic were fixed, and deposit and reward transfers were combined into a single transaction to reduce fees and eliminate redundant checks. These updates improve UI integration, lower transaction costs, and markedly boost the stability, test coverage, and maintainability of the codebase.; Week of 2025-09-15: This week we integrated an ICP plugin into the core (updating index.js and web3store.js) and added the new Sat‑UI component, introducing fresh UI functionality. We also streamlined the navigation bar by removing the “Learn More” and “Insurance” tabs, rolled back staking and faucet features, renamed the frontend and backend canisters for clearer organization, and removed an obsolete deployment file. Together, these updates enhance functionality, simplify the user experience, and improve project maintainability.",dfx.json file found - indicates ICP/Dfinity project structure
Sipaling-SKS/resumid,https://github.com/Sipaling-SKS/resumid,0,0,1,1,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
f0i/identify,https://github.com/f0i/identify,4,0,1,5,"The README provides a solid overall description of the Identify project and clearly outlines its purpose. Integration instructions are present for both managed usage and self‑deployment, and the authentication flow is explained step‑by‑step, which is helpful for developers. Contribution guidance is included, and testing commands are listed.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
AYU2027/Icp-health-Exchange,https://github.com/AYU2027/Icp-health-Exchange,2,0,1,3,"The README provides a handful of useful local‑development instructions (commands to start the replica, deploy canisters, generate Candid interfaces, and run the frontend server) and a brief note about frontend environment variables. However, it lacks a clear project description that explains what “Health Vault” or “Icp-health-Exchange” actually does, its purpose, or its main components. There are no integration or usage guides, no API documentation, and no contribution guidelines (e.g., how to submit issues, pull requests, coding standards, or testing procedures). While the formatting is decent and the commands are readable, the overall documentation is missing several key elements required for a complete README, resulting in a poor rating.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
codemicah/megfi,https://github.com/codemicah/megfi,4,0,1,5,"The README provides a solid project overview, lists key features, and includes comprehensive local‑development setup instructions (installing Rust and a C compiler, installing npm dependencies, starting the replica, deploying canisters, and running the frontend). It also points to external documentation for deeper learning and gives notes on environment variables for production deployments. The structure is clear, sections are well‑headed, and the formatting is readable.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
peridotvault/peridot-onchain,https://github.com/peridotvault/peridot-onchain,0,2,1,3,No documentation assessment provided.,"2 - Commits every other week. Weekly development summary: Week of 2025-09-01: Implemented a revamped chatbot core with a new UI makeover, form‑submission handling, a chat overlay and floating action button, plus backend HTTP outcall support that enables communication with external services. Added an AI‑powered smart‑contract feature, navigation links in the documentation, and updated DFX tooling and the main HTML index to ensure reliable builds and loading. Together these changes deliver a more polished, functional, and integrated AI experience for users while improving developer workflow and documentation.; Week of 2025-09-15: This week the team integrated on‑chain AI chat by adding a new `peridot_ai` canister ID, creating a full‑featured `AiChat` component, and wiring it into the AI welcome page with state handling, scrolling, and backend calls. UI polish was applied across the app: the AI page and landing sections were made responsive, the version label was updated, a new coin image asset was added, and Tailwind was extended with a large font size. The previous floating chat button was removed and the landing page imports were cleaned up, resulting in a more cohesive and interactive front‑end experience.",dfx.json file found - indicates ICP/Dfinity project structure
codinersmillenium/kolabriq,https://github.com/codinersmillenium/kolabriq,2,1,1,4,"The README provides a decent high‑level overview of the project’s purpose, architecture, tech stack, and future roadmap, but it lacks the core elements needed for effective documentation. There are no clear setup or installation instructions for getting the frontend, canisters, and AI agent running locally, nor any step‑by‑step guide for configuring the ICP canisters or the Python uAgents. Integration details are mentioned only in brief bullet points without actionable guidance. A contribution section is completely missing, so external developers have no direction on how to submit issues, pull requests, or follow coding standards. While the sections that do exist are reasonably organized and mostly free of major grammatical errors, the absence of practical onboarding and contribution information makes the documentation insufficient for most users. Consequently, it falls into the “Poor” category.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week we added a retry mechanism for canister calls and introduced blockchain‑based listings for users, projects, and tasks, while refactoring the creation, payout, and interface handling of tasks and projects. We also corrected and refined the blockchain concept implementation to improve its correctness and maintainability. Together, these changes enhance the reliability, stability, and overall maintainability of the core workflow and blockchain features.",dfx.json file found - indicates ICP/Dfinity project structure
SKant03/ICPad,https://github.com/SKant03/ICPad,4,2,1,7,"The README provides solid setup instructions for local development, including prerequisite installation, cloning, dependency installation, starting the local IC network, deploying the backend canister, and running the frontend. It outlines the main application pages and gives clear development commands for both frontend and backend, as well as a brief integration example showing how to use the generated canister bindings. A contribution section is started, indicating a typical fork‑and‑branch workflow, though it is truncated and lacks detailed guidelines (e.g., code style, PR process, testing). The document could benefit from a more thorough project overview, licensing information, and a complete contribution guide, but overall it is well‑structured, clear, and largely meets the key criteria.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week the marketplace was expanded with automatic creator‑ID retrieval, template‑management capabilities, and UI enhancements such as better text wrapping, improved search (including creator names), and refined loading/error handling. Integration bugs were fixed (canister IDs, Internet Identity for production) and the context/provider architecture was reorganized for more reliable state management. Overall, the changes add new functionality, tighten security/authentication, and polish the user experience.; Week of 2025-09-08: This week we merged the new Shivam feature and delivered a full Motoko compilation pipeline, adding real‑code analysis, WASM generation, CompilationResults handling, and a Terminal UI component integrated into the canister service. We also refined the IDE experience—updating IDEpage.jsx, Navbar, IDE/Principal contexts, fixing UI bugs on the IDE and settings pages, expanding backend libraries and interface definitions, and improving project creation, routing, asset serving, and canister utilities with extensive logging and error handling. Together these changes provide a smoother user interface, more robust backend functionality, and a reliable end‑to‑end Motoko development workflow.; Week of 2025-09-15: The README was overhauled with richer markdown, emojis, and clearer descriptions of ICPad’s features, architecture, and UI, improving its presentation and onboarding information. No code files were added, removed, or altered, so the changes are limited to documentation enhancements. This update makes the project’s purpose and capabilities more accessible without affecting functionality.",dfx.json file found - indicates ICP/Dfinity project structure
zephyrzth/whcl-2025-momus,https://github.com/zephyrzth/whcl-2025-momus,3,1,1,5,"The README provides a solid project overview, clear key‑feature list, and a helpful architecture diagram. The Quick Start Guide includes prerequisites and step‑by‑step local development instructions, which are well‑structured and easy to follow. However, it lacks several important elements: there are no contribution guidelines (e.g., how to submit pull requests, coding standards, testing procedures), no detailed integration guide for using the marketplace or agents in other applications, and no instructions for production deployment, environment configuration, or testing. Grammar and formatting are generally good, but the documentation would benefit from expanding these missing sections to reach a higher rating.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-08: This week a new Usage page was added to the frontend, displaying a monthly metered‑usage chart and daily transaction history using Chart.js and react‑chartjs‑2. Backend Motoko code was extended with helper types and calls to the ICP index canister to retrieve debit transfer data, and the dfx configuration and deployment scripts were updated to include the icp_ledger_canister and icp_index_canister. Additional refactors include updated service typings, menu navigation, and minor client‑agent constant adjustments.",dfx.json file found - indicates ICP/Dfinity project structure
Ghostkeys-App/ghostkeys-app,https://github.com/Ghostkeys-App/ghostkeys-app,3,1,1,5,"The README provides a solid high‑level overview of the project—there’s a clear title, tagline, and a “What is GhostKeys?” section that explains the purpose and key selling points. The architecture is well‑structured with separate subsections for the Factory, Vault, and Frontend canisters, and the Table of Contents makes navigation easy. However, the excerpt does not include the actual “Quick Start (Local Dev)” instructions, nor does it show any contribution guidelines, integration or API usage details, or testing instructions. While those sections are listed in the TOC, their content is missing, so a developer looking to set up the project locally or contribute would not find the necessary step‑by‑step guidance here. Grammar and formatting are generally good, with proper headings and markdown usage. Overall, the documentation is informative but incomplete, resulting in a fair (3‑point) rating.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: The build pipeline was overhauled to replace dfx generation with custom scripts (fetch_*_release.sh, generate_declarations.sh, clean.sh) that download canister WASM/DID files locally, add generated declaration files, and update dfx.json and .gitignore to use these local artifacts; environment variables now allow overriding target release tags. This new script‑driven approach streamlines building, cleaning, and CI/CD, improving reproducibility and flexibility without altering the existing UI code.",dfx.json file found - indicates ICP/Dfinity project structure
HEFIN01/HEFIN-01,https://github.com/HEFIN01/HEFIN-01,3,1,1,5,"The README provides a clear project overview, architecture diagram, and fairly detailed local‑development setup steps (prerequisites, starting a replica, installing frontend dependencies, building/deploying, and basic usage). However, it lacks several key elements needed for a higher rating: there are no contribution guidelines, no dedicated integration guide for connecting the backend to external services (e.g., the hinted MongoDB or AI canister), and the latter part of the document is fragmented and poorly formatted (unfinished sections, stray markdown headers, and inconsistent bulleting). Grammar and structure are generally understandable but could be tightened. Because it covers the basics but misses important documentation pieces, it falls into the “Fair” category.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week we established the project’s foundation by adding core scaffolding—including package.json, Dockerfile, docker‑compose.yml, and updated README—for containerized development, and we introduced a new server entry point (server.js) while transitioning from a traditional Node.js backend to a DFINITY canister architecture with dfx.json and an initial Motoko source file (main.mo). We then created a dedicated canister project, providing its interface definition (hefin.did), configuration (dfx.json), source code (cannister.mo), and supporting documentation, laying the groundwork for future canister development and deployment. Minor updates and fixes were applied throughout to polish the new setup.",dfx.json file found - indicates ICP/Dfinity project structure
