id,user_id,company,company_id,title,employment_type,location,location_type,start_date,end_date,is_current,description,achievements,skills,industry,team_size,reports_to,reason_for_leaving,attachments,verified,verification_method,verification_date,display_order,created_at,updated_at
674a8ff6-7e46-5677-96af-60066152cb2e,91af8d78-3005-5cc6-ba34-57c419a7afa1,Rwanda Iburasirazuba,,Natural Sciences Assistant,full-time,Rwamagana,hybrid,2022-07-24,2024-08-15,False,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,1,2024-09-13 19:18:47.443988+00:00,2024-09-13 19:18:47.443988+00:00
438a8138-afc7-5d66-bd02-178e1dd3926d,0841cf84-788b-5e21-9f3d-dbc0f512422c,District of Iburasirazuba,,Business Assistant,full-time,Kayonza,onsite,2024-12-22,,True,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2024-08-12 19:18:47.443988+00:00,2024-08-12 19:18:47.443988+00:00
ac6200bb-d23e-55d5-951a-c8d8c3908a1e,bc5a5b50-b231-516e-8689-e11a65b132ce,Ministry of Iburasirazuba,,Information and Communication Technologies (ICTs) Assistant,full-time,Kirehe,hybrid,2025-02-18,,True,"Worked as Information and Communication Technologies (ICTs) Assistant, contributing to Information and Communication Technologies (ICTs) operations.",,"['Python', 'JavaScript', 'SQL', 'Network Administration', 'System Administration', 'Cybersecurity']",Information and Communication Technologies (ICTs),,,,[],False,,,0,2025-06-13 19:18:47.443988+00:00,2025-06-13 19:18:47.443988+00:00
a4bb8d6d-422f-597f-a2af-6eeae47e88a3,64faab16-2eb5-5512-96d6-1a2841fa68d1,Ministry of Rulindo,,Natural Sciences Assistant,full-time,Rulindo,hybrid,2024-10-17,2026-05-30,False,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-04-23 19:18:47.443988+00:00,2025-04-23 19:18:47.443988+00:00
1156aace-aaeb-5372-8618-41aae0891b5d,34631f4f-5ca9-565a-bcd5-eb3b3e6db058,Ministry of Iburasirazuba,,Arts and Humanities Assistant,full-time,Gatsibo,onsite,2025-07-10,,True,"Worked as Arts and Humanities Assistant, contributing to Arts and Humanities operations.",,"['Creative Writing', 'Content Development', 'Translation', 'Public Speaking', 'Cultural Research', 'Editing']",Arts and Humanities,,,,[],False,,,0,2025-12-28 19:18:47.443988+00:00,2025-12-28 19:18:47.443988+00:00
d900408c-520d-51f5-aed2-c67975e93103,746abc66-5fe3-5f5e-b191-8bc72819033d,Ministry of Iburengerazuba,,Education Assistant,full-time,Nyabihu,onsite,2025-04-29,2026-05-11,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-09-30 19:18:47.443988+00:00,2024-09-30 19:18:47.443988+00:00
765ff297-b8e9-57bf-a7d8-1bbb48961bf1,539258dc-f5dd-56cf-9520-bb38ff7d90e6,District of Iburengerazuba,,Health and Welfare (Health and Medical Sciences) Assistant,full-time,Karongi,onsite,2025-04-18,2026-06-21,False,"Worked as Health and Welfare (Health and Medical Sciences) Assistant, contributing to Health and Welfare (Health and Medical Sciences) operations.",,"['Patient Care', 'Clinical Assessment', 'Public Health', 'Medical Records Management', 'Nursing Procedures', 'First Aid']",Health and Welfare (Health and Medical Sciences),,,,[],False,,,0,2025-09-16 19:18:47.443988+00:00,2025-09-16 19:18:47.443988+00:00
90c848a1-6f8f-5c10-b518-f2fb74a6e35f,4e0d25a8-9ca3-5889-8259-20b9d238f43c,Ministry of Musanze,,Natural Sciences Assistant,full-time,Musanze,hybrid,2024-09-03,2026-05-18,False,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-09-08 19:18:47.443988+00:00,2025-09-08 19:18:47.443988+00:00
2cacf01c-efee-5afe-87b6-272599dcc375,6103eaf0-a91e-5e59-9689-b9bcce694823,District of Kamonyi,,Education Assistant,full-time,Kamonyi,hybrid,2025-09-10,2026-05-17,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2026-03-22 19:18:47.443988+00:00,2026-03-22 19:18:47.443988+00:00
5c9e64c7-bf22-5bdc-ab6f-834463e06416,707f8276-0694-5a0e-957d-54a7a13d0830,Rwanda Kayonza,,Social Sciences Assistant,full-time,Kayonza,hybrid,2025-04-19,,True,"Worked as Social Sciences Assistant, contributing to Social Sciences, Journalism and Information operations.",,"['Report Writing', 'Media Relations', 'Community Engagement', 'Data Collection', 'Policy Research', 'Public Relations']","Social Sciences, Journalism and Information",,,,[],False,,,0,2026-01-30 19:18:47.443988+00:00,2026-01-30 19:18:47.443988+00:00
679c3848-92c2-5a74-af6b-0a15802cb575,cb133ec9-d5fc-5159-a9cc-9baf1c748f97,Rwanda Nyamagabe,,Education Assistant,full-time,Nyamagabe,hybrid,2025-02-14,2026-06-22,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2026-04-27 19:18:47.443988+00:00,2026-04-27 19:18:47.443988+00:00
036a83e8-716d-58c0-bf3d-60821dcc439a,63143181-ef4e-5f15-a0ad-7b482361a8d8,Ministry of Nyamagabe,,Natural Sciences Assistant,full-time,Nyamagabe,onsite,2025-07-21,,True,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-11-10 19:18:47.443988+00:00,2025-11-10 19:18:47.443988+00:00
76a809ce-60c1-57e8-810a-e3fd7ee26311,2077db42-4dff-5e59-ac17-f7afe1114934,Rwanda Iburengerazuba,,Education Assistant,full-time,Nyamasheke,hybrid,2025-12-02,2026-06-24,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-10-04 19:18:47.443988+00:00,2025-10-04 19:18:47.443988+00:00
b2e6ba69-0456-5eea-92f1-c8e2482b164b,71773cc3-68fb-5272-bf01-d00f5c44c83e,District of Kicukiro,,Education Assistant,full-time,Kicukiro,onsite,2025-11-24,2026-06-18,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-12-07 19:18:47.443988+00:00,2024-12-07 19:18:47.443988+00:00
53c6a656-5f07-515c-ad2b-858cfee97e6d,756b9a73-9eb3-51f4-8e3d-9c49cf586f00,Rwanda Iburasirazuba,,Business Assistant,full-time,Ngoma,hybrid,2024-03-18,2026-06-17,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2025-01-30 19:18:47.443988+00:00,2025-01-30 19:18:47.443988+00:00
92522066-6886-51c9-9017-a5db73ae0073,267e221f-d5d5-5c98-b26a-cbab44818a10,Ministry of Iburasirazuba,,Business Assistant,full-time,Kirehe,onsite,2024-02-19,2026-05-17,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2025-09-27 19:18:47.443988+00:00,2025-09-27 19:18:47.443988+00:00
99c0ec17-60ea-5dda-b100-6af419710cb8,e36d50dc-9118-5957-a9dc-e062b4849075,Ministry of Amajyepfo,,Natural Sciences Assistant,full-time,Nyamagabe,hybrid,2024-09-29,,True,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-07-30 19:18:47.443988+00:00,2025-07-30 19:18:47.443988+00:00
f10fe082-97e2-5bfa-963e-9d4246b3328b,0613b1f7-c8ce-50d4-944e-d4105ade8c17,District of Rubavu,,Health and Welfare (Health and Medical Sciences) Assistant,full-time,Rubavu,hybrid,2024-11-13,,True,"Worked as Health and Welfare (Health and Medical Sciences) Assistant, contributing to Health and Welfare (Health and Medical Sciences) operations.",,"['Patient Care', 'Clinical Assessment', 'Public Health', 'Medical Records Management', 'Nursing Procedures', 'First Aid']",Health and Welfare (Health and Medical Sciences),,,,[],False,,,0,2025-03-03 19:18:47.443988+00:00,2025-03-03 19:18:47.443988+00:00
f81bf0e7-db29-5bf0-b878-d3d73fa2aea8,cf25e45a-cf3d-5396-98e1-df69757ea91e,District of Rusizi,,Education Assistant,full-time,Rusizi,hybrid,2023-12-31,,True,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-06-17 19:18:47.443988+00:00,2025-06-17 19:18:47.443988+00:00
b2bf5247-4b83-5559-bf19-3931aba2cab2,a37cf4df-e8a2-5000-be3a-98cbac85a153,Ministry of Iburengerazuba,,Education Assistant,full-time,Rubavu,onsite,2025-11-18,,True,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-07-20 19:18:47.443988+00:00,2025-07-20 19:18:47.443988+00:00
566192a4-91e4-54ef-bd08-2c22aa2715ce,d46be73c-931d-5263-8780-5ece7404d055,Rwanda Bugesera,,Education Assistant,full-time,Bugesera,onsite,2025-06-20,,True,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2026-01-11 19:18:47.443988+00:00,2026-01-11 19:18:47.443988+00:00
b6a70c4d-0bc2-509d-89bb-76b22f9c0b06,579ee32c-5577-51cb-aa1e-50c5ba60b36c,District of Umujyi wa Kigali,,Services Assistant,full-time,Nyarugenge,hybrid,2024-07-16,2026-06-14,False,"Worked as Services Assistant, contributing to Services, Tourism and Hospitality operations.",,"['Customer Service', 'Hospitality Management', 'Event Planning', 'Tour Guiding', 'Front Office Operations', 'Food & Beverage Service']","Services, Tourism and Hospitality",,,,[],False,,,0,2026-01-05 19:18:47.443988+00:00,2026-01-05 19:18:47.443988+00:00
e5682f78-3e70-58d1-aa2b-252daa57d6e5,91bd6dc2-4e5a-5eb3-8c44-ca590b9522b4,District of Ruhango,,Natural Sciences Assistant,full-time,Ruhango,onsite,2025-12-21,2026-06-29,False,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-02-04 19:18:47.443988+00:00,2025-02-04 19:18:47.443988+00:00
6d5c5192-6472-58ec-92d2-29ea8fcbfff6,20c97398-5382-5206-9ed5-8e3069f0c980,District of Gatsibo,,Officer Assistant,full-time,Gatsibo,hybrid,2024-11-25,,True,"Worked as Officer Assistant, contributing to departmental operations.",,,,,,,[],False,,,0,2025-01-12 19:18:47.443988+00:00,2025-01-12 19:18:47.443988+00:00
34148012-a4ce-58b6-b76e-7078468ae637,20e6b29d-4e5e-58e9-af71-2f9195967413,District of Huye,,Arts and Humanities Assistant,full-time,Huye,hybrid,2024-09-29,2026-06-16,False,"Worked as Arts and Humanities Assistant, contributing to Arts and Humanities operations.",,"['Creative Writing', 'Content Development', 'Translation', 'Public Speaking', 'Cultural Research', 'Editing']",Arts and Humanities,,,,[],False,,,0,2025-12-23 19:18:47.443988+00:00,2025-12-23 19:18:47.443988+00:00
63fac0fc-0de6-54c4-815f-9656ec1123d5,f855ca58-c4a6-5d87-b6f2-4bbc39204495,Rwanda Nyanza,,Education Assistant,full-time,Nyanza,hybrid,2024-11-19,,True,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-08-29 19:18:47.443988+00:00,2025-08-29 19:18:47.443988+00:00
d92d4fb2-9785-5525-ba48-60679fe9f4f6,f6ce7128-bab7-5b74-b901-a8e4294c2d5e,District of Nyarugenge,,Education Assistant,full-time,Nyarugenge,onsite,2025-06-25,2026-06-15,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-09-26 19:18:47.443988+00:00,2024-09-26 19:18:47.443988+00:00
5911f3fb-06a2-58b6-a6c8-794b115e2b3d,456d429b-ebef-57bb-bfd7-54a7c6b4bf00,Rwanda Rwamagana,,Services Officer,full-time,Rwamagana,hybrid,2024-08-12,2026-05-24,False,"Worked as Services Officer, contributing to Services, Tourism and Hospitality operations.",,"['Customer Service', 'Hospitality Management', 'Event Planning', 'Tour Guiding', 'Front Office Operations', 'Food & Beverage Service']","Services, Tourism and Hospitality",,,,[],False,,,0,2026-01-01 19:18:47.443988+00:00,2026-01-01 19:18:47.443988+00:00
5476ee4a-781f-56ab-a939-9a579f402363,456d429b-ebef-57bb-bfd7-54a7c6b4bf00,Rwanda Rwamagana,,Services Assistant,full-time,Rwamagana,hybrid,2022-09-24,2024-07-15,False,"Worked as Services Assistant, contributing to Services, Tourism and Hospitality operations.",,"['Customer Service', 'Hospitality Management', 'Event Planning', 'Tour Guiding', 'Front Office Operations', 'Food & Beverage Service']","Services, Tourism and Hospitality",,,,[],False,,,1,2026-01-01 19:18:47.443988+00:00,2026-01-01 19:18:47.443988+00:00
f775dbbd-4db0-5721-80c1-88153491d291,145616ac-08ec-5b0a-b93f-11e871f3058a,Rwanda Iburengerazuba,,Business Assistant,full-time,Nyamasheke,onsite,2024-10-27,2026-06-04,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2024-07-27 19:18:47.443988+00:00,2024-07-27 19:18:47.443988+00:00
4066742f-11c2-5daf-aef8-8ed58417e3d7,843c3946-78ea-5838-bb9b-7bef75b0e450,Rwanda Kamonyi,,Business Assistant,full-time,Kamonyi,hybrid,2024-06-24,2026-05-14,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2025-01-28 19:18:47.443988+00:00,2025-01-28 19:18:47.443988+00:00
7df36339-bf46-535a-9751-c8e0541e9342,57fd3962-aa62-580d-a853-5cc35a4a9d91,Ministry of Umujyi wa Kigali,,Social Sciences Assistant,full-time,Gasabo,onsite,2025-09-01,2026-05-27,False,"Worked as Social Sciences Assistant, contributing to Social Sciences, Journalism and Information operations.",,"['Report Writing', 'Media Relations', 'Community Engagement', 'Data Collection', 'Policy Research', 'Public Relations']","Social Sciences, Journalism and Information",,,,[],False,,,0,2025-06-25 19:18:47.443988+00:00,2025-06-25 19:18:47.443988+00:00
174cc110-7e9e-55a6-8ed7-8fdc5c58d97b,33e1f21c-f311-5148-8b93-888a500d76e7,Rwanda Nyagatare,,Education Assistant,full-time,Nyagatare,hybrid,2024-09-11,2026-07-03,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-11-17 19:18:47.443988+00:00,2024-11-17 19:18:47.443988+00:00
6109ff5f-6e3e-50cc-ace9-9d48a1d1ccea,205aa6cd-0fd6-56f3-9b46-bcf59125c864,Rwanda Iburasirazuba,,Business Assistant,full-time,Kirehe,hybrid,2024-10-27,,True,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2025-11-06 19:18:47.443988+00:00,2025-11-06 19:18:47.443988+00:00
1465dc2f-0296-5b17-abd8-8de0be0b678c,d88806c0-e37f-56f5-9181-cf111f4496a7,District of Gasabo,,Business Assistant,full-time,Gasabo,onsite,2025-02-13,2026-05-22,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2026-04-29 19:18:47.443988+00:00,2026-04-29 19:18:47.443988+00:00
f6ad79cf-29c3-5598-8c9b-40dae3975641,2558f090-5d22-5cfb-a133-dca62e44feb7,District of Iburengerazuba,,Education Assistant,full-time,Rutsiro,hybrid,2025-03-05,,True,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-08-15 19:18:47.443988+00:00,2025-08-15 19:18:47.443988+00:00
f078b650-6cce-5742-8d3c-d8e00ef23fe4,58862cd9-9084-5a00-a3ce-5d5c99ec9945,District of Nyanza,,Social Sciences Assistant,full-time,Nyanza,hybrid,2025-08-07,2026-06-28,False,"Worked as Social Sciences Assistant, contributing to Social Sciences, Journalism and Information operations.",,"['Report Writing', 'Media Relations', 'Community Engagement', 'Data Collection', 'Policy Research', 'Public Relations']","Social Sciences, Journalism and Information",,,,[],False,,,0,2025-07-24 19:18:47.443988+00:00,2025-07-24 19:18:47.443988+00:00
0a48d756-d3ab-5e2b-b9cd-ef13f1c96a28,faedef45-af57-5ccd-9ec7-47bbb1c86e19,Rwanda Rusizi,,Natural Sciences Assistant,full-time,Rusizi,onsite,2024-05-16,,True,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2026-06-05 19:18:47.443988+00:00,2026-06-05 19:18:47.443988+00:00
f1561ccd-aaa2-59f5-a344-4cd6570beac3,caf077b8-9a64-5f23-9293-30344760e612,District of Amajyepfo,,Education Assistant,full-time,Nyamagabe,onsite,2024-03-31,2026-05-22,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-10-09 19:18:47.443988+00:00,2025-10-09 19:18:47.443988+00:00
1d8763db-d03e-59c7-bde8-1ab5d24a6c40,628289e9-a217-553c-ac3f-82ca88786e22,District of Iburengerazuba,,Education Assistant,full-time,Rusizi,onsite,2024-02-25,,True,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-10-08 19:18:47.443988+00:00,2025-10-08 19:18:47.443988+00:00
d933d93f-9adf-51fb-b042-afbe379de84e,2332c4fc-a20e-5e36-bf71-5d1203655205,District of Amajyepfo,,Business Assistant,full-time,Nyanza,hybrid,2024-11-29,,True,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2025-01-27 19:18:47.443988+00:00,2025-01-27 19:18:47.443988+00:00
7d5e5348-c001-5b1b-8734-c53bccdb1c96,4c6314a1-9145-5a13-aadb-9f9c040acdfc,Rwanda Rusizi,,Education Assistant,full-time,Rusizi,onsite,2024-01-18,2026-06-28,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2026-04-20 19:18:47.443988+00:00,2026-04-20 19:18:47.443988+00:00
1b344933-4785-525e-942b-d9849714ba4a,365e2878-2a3e-5c1a-ba17-2fc7bab0b296,Ministry of Kayonza,,Natural Sciences Assistant,full-time,Kayonza,hybrid,2024-08-11,,True,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2026-04-26 19:18:47.443988+00:00,2026-04-26 19:18:47.443988+00:00
cb67a16c-0213-5004-a9ca-4fc8ced627f6,aa5f3202-9d0c-55a8-93ee-35b8b84e98db,Ministry of Rwamagana,,Education Assistant,full-time,Rwamagana,hybrid,2024-06-06,2026-06-22,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-11-23 19:18:47.443988+00:00,2025-11-23 19:18:47.443988+00:00
14a4d2e1-3fad-5c5f-aea2-d34f685003a2,3294cab3-7b7f-5a5f-bab9-7e11b4b034b4,Rwanda Musanze,,Education Assistant,full-time,Musanze,onsite,2024-05-09,2026-06-19,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-11-13 19:18:47.443988+00:00,2024-11-13 19:18:47.443988+00:00
63b93d17-8d69-5099-bafc-01b8e764310f,57a048e1-2da0-5a33-9f49-8da1cac949d4,District of Iburasirazuba,,Business Assistant,full-time,Nyagatare,hybrid,2024-05-06,2026-06-25,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2025-08-25 19:18:47.443988+00:00,2025-08-25 19:18:47.443988+00:00
f41b52b3-daf9-5312-9461-1ec6cd1e7c78,93880896-2989-5339-aea9-97053bb71636,District of Rutsiro,,Business Assistant,full-time,Rutsiro,onsite,2025-03-16,,True,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2026-04-29 19:18:47.443988+00:00,2026-04-29 19:18:47.443988+00:00
9d25fa99-8a2f-50a6-9e1b-64f68f3d9998,ef1615aa-96b0-5fa8-a4a8-f128e0e43e10,District of Rusizi,,Business Officer,full-time,Rusizi,hybrid,2024-09-12,,True,"Worked as Business Officer, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2026-04-11 19:18:47.443988+00:00,2026-04-11 19:18:47.443988+00:00
32be4f0f-bf6f-5111-bc28-e2292d89bf7a,ef1615aa-96b0-5fa8-a4a8-f128e0e43e10,District of Iburengerazuba,,Business Assistant,full-time,Rusizi,hybrid,2022-12-21,2024-08-28,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,1,2026-04-11 19:18:47.443988+00:00,2026-04-11 19:18:47.443988+00:00
3370b345-336e-5fbf-8df9-9c91a56a5e21,63187f8a-75ec-5b8d-9883-20dbcf37e2b3,District of Iburasirazuba,,Natural Sciences Assistant,full-time,Nyagatare,onsite,2025-04-06,2026-06-15,False,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2026-02-06 19:18:47.443988+00:00,2026-02-06 19:18:47.443988+00:00
6e7c2ba4-16a4-5dc8-bdcf-67f5a58f2a0a,15c332ab-89a0-578c-89b7-9b0d779602dc,District of Iburasirazuba,,Business Assistant,full-time,Rwamagana,onsite,2024-11-07,2026-05-26,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2024-11-23 19:18:47.443988+00:00,2024-11-23 19:18:47.443988+00:00
a1c6be71-2aa0-5f75-8e13-b08ca6f1f1d0,844b0f61-a6b1-5d98-aed3-a6428eff231a,Rwanda Kamonyi,,Natural Sciences Assistant,full-time,Kamonyi,hybrid,2024-07-19,2026-06-08,False,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-01-24 19:18:47.443988+00:00,2025-01-24 19:18:47.443988+00:00
6db500d7-ca71-5716-8c26-75bdf9072c3f,6df23afb-51c3-5554-b441-f3452a9476ca,District of Nyagatare,,Natural Sciences Assistant,full-time,Nyagatare,hybrid,2025-02-03,2026-05-14,False,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-08-27 19:18:47.443988+00:00,2025-08-27 19:18:47.443988+00:00
fb8ec9cd-bcb8-50b5-811f-298c26c0d21a,d0c9774b-ab5f-531a-8212-01e3517a027f,District of Kayonza,,Education Assistant,full-time,Kayonza,onsite,2025-04-09,2026-06-02,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2026-04-24 19:18:47.443988+00:00,2026-04-24 19:18:47.443988+00:00
32ff4562-e878-5377-a634-970e89f78df0,cbcebf96-b37d-5596-8974-623d563b8d48,District of Rwamagana,,Business Assistant,full-time,Rwamagana,hybrid,2025-09-15,2026-05-29,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2024-09-27 19:18:47.443988+00:00,2024-09-27 19:18:47.443988+00:00
