original_job_id,job_db_id,tag
1417000000-301101080300000000-00311,735488aa-eedc-5848-8532-642a1410a774,Natural Sciences
1417000000-301101080300000000-00311,735488aa-eedc-5848-8532-642a1410a774,Arts and Humanities
1417000000-301101080300000000-00311,735488aa-eedc-5848-8532-642a1410a774,Social Sciences
4900003001-220000000000000000-00004,40f6c07b-0fbc-574f-888c-577332c9df77,government
4900003001-220000000000000000-00004,40f6c07b-0fbc-574f-888c-577332c9df77,public-service
4900003001-220000000000000000-00004,40f6c07b-0fbc-574f-888c-577332c9df77,rwanda
4900003001-220000000000000000-00004,40f6c07b-0fbc-574f-888c-577332c9df77,Business
1400000000-101001000000000000-00005,0a512695-454e-5efb-8f07-d8687817d920,government
1400000000-101001000000000000-00005,0a512695-454e-5efb-8f07-d8687817d920,public-service
1400000000-101001000000000000-00005,0a512695-454e-5efb-8f07-d8687817d920,rwanda
1400000000-101001000000000000-00005,0a512695-454e-5efb-8f07-d8687817d920,Business
1400000000-101001000000000000-00005,0a512695-454e-5efb-8f07-d8687817d920,Natural Sciences
1400000000-101001000000000000-00005,0a512695-454e-5efb-8f07-d8687817d920,Social Sciences
1300000000-101302020000000000-00070,759d7802-5823-53a3-9ce8-9b8755bc8099,government
1300000000-101302020000000000-00070,759d7802-5823-53a3-9ce8-9b8755bc8099,public-service
1300000000-101302020000000000-00070,759d7802-5823-53a3-9ce8-9b8755bc8099,rwanda
1300000000-101302020000000000-00070,759d7802-5823-53a3-9ce8-9b8755bc8099,Business
4500000000-801101020000000000-00007,0fe09999-9078-5f58-99ce-1fd8e89678a9,government
4500000000-801101020000000000-00007,0fe09999-9078-5f58-99ce-1fd8e89678a9,public-service
4500000000-801101020000000000-00007,0fe09999-9078-5f58-99ce-1fd8e89678a9,rwanda
4500000000-801101020000000000-00007,0fe09999-9078-5f58-99ce-1fd8e89678a9,Business
4500000000-801101020000000000-00007,0fe09999-9078-5f58-99ce-1fd8e89678a9,Natural Sciences
6300000000-801302000000000000-00326,f5e839f4-6025-55d8-a9f3-4d57f950ec10,government
6300000000-801302000000000000-00326,f5e839f4-6025-55d8-a9f3-4d57f950ec10,public-service
6300000000-801302000000000000-00326,f5e839f4-6025-55d8-a9f3-4d57f950ec10,rwanda
6300000000-801302000000000000-00326,f5e839f4-6025-55d8-a9f3-4d57f950ec10,Engineering
1903001000-150101000000000000-00025,b8d18468-c272-5ecf-b13e-225156675f59,government
1903001000-150101000000000000-00025,b8d18468-c272-5ecf-b13e-225156675f59,public-service
1903001000-150101000000000000-00025,b8d18468-c272-5ecf-b13e-225156675f59,rwanda
1903001000-150101000000000000-00025,b8d18468-c272-5ecf-b13e-225156675f59,Business
1903001000-150101000000000000-00025,b8d18468-c272-5ecf-b13e-225156675f59,Natural Sciences
1903001000-150101000000000000-00025,b8d18468-c272-5ecf-b13e-225156675f59,Information and Communication Technologies (ICTs)
1903001000-150101000000000000-00025,b8d18468-c272-5ecf-b13e-225156675f59,Engineering
2903000000-902101000000000000-00001,545c87e9-bcf7-5690-857d-661e7bd94136,government
2903000000-902101000000000000-00001,545c87e9-bcf7-5690-857d-661e7bd94136,public-service
2903000000-902101000000000000-00001,545c87e9-bcf7-5690-857d-661e7bd94136,rwanda
2903000000-902101000000000000-00001,545c87e9-bcf7-5690-857d-661e7bd94136,Business
2903000000-902101000000000000-00001,545c87e9-bcf7-5690-857d-661e7bd94136,Information and Communication Technologies (ICTs)
2903000000-902101000000000000-00001,545c87e9-bcf7-5690-857d-661e7bd94136,Agriculture
0800000000-101001000000000000-00080,9a357ee8-af75-5745-9d6b-96245056e2fe,government
0800000000-101001000000000000-00080,9a357ee8-af75-5745-9d6b-96245056e2fe,public-service
0800000000-101001000000000000-00080,9a357ee8-af75-5745-9d6b-96245056e2fe,rwanda
0800000000-101001000000000000-00080,9a357ee8-af75-5745-9d6b-96245056e2fe,Information and Communication Technologies (ICTs)
0800000000-101001000000000000-00080,9a357ee8-af75-5745-9d6b-96245056e2fe,Social Sciences
2903000000-902200000000000000-00060,678a90d5-d386-5291-8cf3-cfa9369493fd,government
2903000000-902200000000000000-00060,678a90d5-d386-5291-8cf3-cfa9369493fd,public-service
2903000000-902200000000000000-00060,678a90d5-d386-5291-8cf3-cfa9369493fd,rwanda
2903000000-902200000000000000-00060,678a90d5-d386-5291-8cf3-cfa9369493fd,Business
2903000000-902200000000000000-00060,678a90d5-d386-5291-8cf3-cfa9369493fd,Services
1202000000-901102040000000000-00001,bc77268f-536b-5822-a4b3-f8b7f4693363,government
1202000000-901102040000000000-00001,bc77268f-536b-5822-a4b3-f8b7f4693363,public-service
1202000000-901102040000000000-00001,bc77268f-536b-5822-a4b3-f8b7f4693363,rwanda
1202000000-901102040000000000-00001,bc77268f-536b-5822-a4b3-f8b7f4693363,Business
1202000000-901102040000000000-00001,bc77268f-536b-5822-a4b3-f8b7f4693363,Natural Sciences
1202000000-901102040000000000-00001,bc77268f-536b-5822-a4b3-f8b7f4693363,Information and Communication Technologies (ICTs)
1202000000-901102040000000000-00001,bc77268f-536b-5822-a4b3-f8b7f4693363,Social Sciences
1903000000-150105000000000000-00202,9da3b1e1-bc6c-5ac8-aa19-87241bfd0366,government
1903000000-150105000000000000-00202,9da3b1e1-bc6c-5ac8-aa19-87241bfd0366,public-service
1903000000-150105000000000000-00202,9da3b1e1-bc6c-5ac8-aa19-87241bfd0366,rwanda
1903000000-150105000000000000-00202,9da3b1e1-bc6c-5ac8-aa19-87241bfd0366,Business
1903000000-150105000000000000-00202,9da3b1e1-bc6c-5ac8-aa19-87241bfd0366,Natural Sciences
1903000000-150105000000000000-00202,9da3b1e1-bc6c-5ac8-aa19-87241bfd0366,Services
1903000000-150105000000000000-00202,9da3b1e1-bc6c-5ac8-aa19-87241bfd0366,Information and Communication Technologies (ICTs)
1903000000-150105000000000000-00202,9da3b1e1-bc6c-5ac8-aa19-87241bfd0366,Engineering
1200000000-101500000000000000-00041,d777b059-1584-5dfe-ad1e-d8a7b6ef7c14,government
1200000000-101500000000000000-00041,d777b059-1584-5dfe-ad1e-d8a7b6ef7c14,public-service
1200000000-101500000000000000-00041,d777b059-1584-5dfe-ad1e-d8a7b6ef7c14,rwanda
1200000000-101500000000000000-00041,d777b059-1584-5dfe-ad1e-d8a7b6ef7c14,Business
1200000000-101500000000000000-00041,d777b059-1584-5dfe-ad1e-d8a7b6ef7c14,Social Sciences
4800000000-801103020000000000-00034,31b8afd7-e3b3-5fa0-b179-63f240a719da,government
4800000000-801103020000000000-00034,31b8afd7-e3b3-5fa0-b179-63f240a719da,public-service
4800000000-801103020000000000-00034,31b8afd7-e3b3-5fa0-b179-63f240a719da,rwanda
4800000000-801103020000000000-00034,31b8afd7-e3b3-5fa0-b179-63f240a719da,Business
4800000000-801103020000000000-00034,31b8afd7-e3b3-5fa0-b179-63f240a719da,Natural Sciences
4800000000-801103020000000000-00034,31b8afd7-e3b3-5fa0-b179-63f240a719da,Information and Communication Technologies (ICTs)
4800000000-801103020000000000-00034,31b8afd7-e3b3-5fa0-b179-63f240a719da,Health and Welfare (Health and Medical Sciences)
6000000000-812301010100000000-00086,f7405ffa-49b1-5692-92de-6d8d8f73aff2,government
6000000000-812301010100000000-00086,f7405ffa-49b1-5692-92de-6d8d8f73aff2,public-service
6000000000-812301010100000000-00086,f7405ffa-49b1-5692-92de-6d8d8f73aff2,rwanda
6000000000-812301010100000000-00086,f7405ffa-49b1-5692-92de-6d8d8f73aff2,Business
6000000000-812301010100000000-00086,f7405ffa-49b1-5692-92de-6d8d8f73aff2,Natural Sciences
6000000000-812301010100000000-00086,f7405ffa-49b1-5692-92de-6d8d8f73aff2,Health and Welfare (Health and Medical Sciences)
6000000000-812301010100000000-00086,f7405ffa-49b1-5692-92de-6d8d8f73aff2,Social Sciences
1001000000-140200000000000000-00167,1b12e498-10cd-5198-913f-75a324a0b3b7,government
1001000000-140200000000000000-00167,1b12e498-10cd-5198-913f-75a324a0b3b7,public-service
1001000000-140200000000000000-00167,1b12e498-10cd-5198-913f-75a324a0b3b7,rwanda
1001000000-140200000000000000-00167,1b12e498-10cd-5198-913f-75a324a0b3b7,Business
1001000000-140200000000000000-00167,1b12e498-10cd-5198-913f-75a324a0b3b7,Natural Sciences
1001000000-140200000000000000-00167,1b12e498-10cd-5198-913f-75a324a0b3b7,Services
1001000000-140200000000000000-00167,1b12e498-10cd-5198-913f-75a324a0b3b7,Engineering
1001000000-140200000000000000-00167,1b12e498-10cd-5198-913f-75a324a0b3b7,Health and Welfare (Health and Medical Sciences)
6500000000-801108000000000000-00088,2568b234-b64e-5b21-bc67-083eb7a97c01,government
6500000000-801108000000000000-00088,2568b234-b64e-5b21-bc67-083eb7a97c01,public-service
6500000000-801108000000000000-00088,2568b234-b64e-5b21-bc67-083eb7a97c01,rwanda
6500000000-801108000000000000-00088,2568b234-b64e-5b21-bc67-083eb7a97c01,Business
6500000000-801108000000000000-00088,2568b234-b64e-5b21-bc67-083eb7a97c01,Natural Sciences
6500000000-801108000000000000-00088,2568b234-b64e-5b21-bc67-083eb7a97c01,Health and Welfare (Health and Medical Sciences)
6500000000-801108000000000000-00088,2568b234-b64e-5b21-bc67-083eb7a97c01,Social Sciences
6200003001-020000000100000000-00049,cb9f31d3-8369-5093-9e7c-26960bcc91da,government
6200003001-020000000100000000-00049,cb9f31d3-8369-5093-9e7c-26960bcc91da,public-service
6200003001-020000000100000000-00049,cb9f31d3-8369-5093-9e7c-26960bcc91da,rwanda
6200003001-020000000100000000-00049,cb9f31d3-8369-5093-9e7c-26960bcc91da,Business
4200003001-222101000000000000-00020,ba578974-c63b-5ac1-8f05-403839351147,government
4200003001-222101000000000000-00020,ba578974-c63b-5ac1-8f05-403839351147,public-service
4200003001-222101000000000000-00020,ba578974-c63b-5ac1-8f05-403839351147,rwanda
4200003001-222101000000000000-00020,ba578974-c63b-5ac1-8f05-403839351147,Health and Welfare (Health and Medical Sciences)
4200003001-222101000000000000-00020,ba578974-c63b-5ac1-8f05-403839351147,Social Sciences
5200003001-020000000200000000-00012,7f6abd3e-c69f-5e34-96ab-50b2a4b090f1,government
5200003001-020000000200000000-00012,7f6abd3e-c69f-5e34-96ab-50b2a4b090f1,public-service
5200003001-020000000200000000-00012,7f6abd3e-c69f-5e34-96ab-50b2a4b090f1,rwanda
5200003001-020000000200000000-00012,7f6abd3e-c69f-5e34-96ab-50b2a4b090f1,Business
2205000000-140200000000000000-02101,6636e521-7f4a-5aa9-9943-8020e1a5c44d,government
2205000000-140200000000000000-02101,6636e521-7f4a-5aa9-9943-8020e1a5c44d,public-service
2205000000-140200000000000000-02101,6636e521-7f4a-5aa9-9943-8020e1a5c44d,rwanda
2205000000-140200000000000000-02101,6636e521-7f4a-5aa9-9943-8020e1a5c44d,Natural Sciences
4100000000-080101030300000000-00046,64f4d66b-4f82-53e2-8b98-515b9f30b753,government
4100000000-080101030300000000-00046,64f4d66b-4f82-53e2-8b98-515b9f30b753,public-service
4100000000-080101030300000000-00046,64f4d66b-4f82-53e2-8b98-515b9f30b753,rwanda
4100000000-080101030300000000-00046,64f4d66b-4f82-53e2-8b98-515b9f30b753,Business
4100000000-080101030300000000-00046,64f4d66b-4f82-53e2-8b98-515b9f30b753,Agriculture
4100000000-080101030300000000-00046,64f4d66b-4f82-53e2-8b98-515b9f30b753,Social Sciences
1400000000-101103000000000000-00026,e3ec72fb-535a-55c1-998b-b1214ac00e2a,government
1400000000-101103000000000000-00026,e3ec72fb-535a-55c1-998b-b1214ac00e2a,public-service
1400000000-101103000000000000-00026,e3ec72fb-535a-55c1-998b-b1214ac00e2a,rwanda
1400000000-101103000000000000-00026,e3ec72fb-535a-55c1-998b-b1214ac00e2a,Business
1400000000-101103000000000000-00026,e3ec72fb-535a-55c1-998b-b1214ac00e2a,Social Sciences
0300000000-501202000000000000-00111,f146e3c9-b7d6-5260-ada0-2c72cea589ce,government
0300000000-501202000000000000-00111,f146e3c9-b7d6-5260-ada0-2c72cea589ce,public-service
0300000000-501202000000000000-00111,f146e3c9-b7d6-5260-ada0-2c72cea589ce,rwanda
0300000000-501202000000000000-00111,f146e3c9-b7d6-5260-ada0-2c72cea589ce,Business
0300000000-501202000000000000-00111,f146e3c9-b7d6-5260-ada0-2c72cea589ce,Natural Sciences
0300000000-501202000000000000-00111,f146e3c9-b7d6-5260-ada0-2c72cea589ce,Health and Welfare (Health and Medical Sciences)
0300000000-501202000000000000-00111,f146e3c9-b7d6-5260-ada0-2c72cea589ce,Agriculture
0300000000-501202000000000000-00111,f146e3c9-b7d6-5260-ada0-2c72cea589ce,Social Sciences
2600000000-101001000000000000-00045,0f5d0faa-2e90-5313-95d9-8e393607444f,government
2600000000-101001000000000000-00045,0f5d0faa-2e90-5313-95d9-8e393607444f,public-service
2600000000-101001000000000000-00045,0f5d0faa-2e90-5313-95d9-8e393607444f,rwanda
2600000000-101001000000000000-00045,0f5d0faa-2e90-5313-95d9-8e393607444f,Natural Sciences
2600000000-101001000000000000-00045,0f5d0faa-2e90-5313-95d9-8e393607444f,Health and Welfare (Health and Medical Sciences)
2600000000-101001000000000000-00045,0f5d0faa-2e90-5313-95d9-8e393607444f,Social Sciences
2600000000-101200000000000000-00011,f25e9575-ed7c-551b-918b-d4124747c0e0,government
2600000000-101200000000000000-00011,f25e9575-ed7c-551b-918b-d4124747c0e0,public-service
2600000000-101200000000000000-00011,f25e9575-ed7c-551b-918b-d4124747c0e0,rwanda
2600000000-101200000000000000-00011,f25e9575-ed7c-551b-918b-d4124747c0e0,Business
2600000000-101200000000000000-00011,f25e9575-ed7c-551b-918b-d4124747c0e0,Social Sciences
5700003001-212000000000000000-00005,5f3a99d8-ae67-569f-8097-2a89de1fdbc2,government
5700003001-212000000000000000-00005,5f3a99d8-ae67-569f-8097-2a89de1fdbc2,public-service
5700003001-212000000000000000-00005,5f3a99d8-ae67-569f-8097-2a89de1fdbc2,rwanda
5700003001-212000000000000000-00005,5f3a99d8-ae67-569f-8097-2a89de1fdbc2,Business
6300003001-201015000000000000-00004,a8fa6d65-c630-5014-9cb0-820be9c489fb,government
6300003001-201015000000000000-00004,a8fa6d65-c630-5014-9cb0-820be9c489fb,public-service
6300003001-201015000000000000-00004,a8fa6d65-c630-5014-9cb0-820be9c489fb,rwanda
6300003001-201015000000000000-00004,a8fa6d65-c630-5014-9cb0-820be9c489fb,Engineering
5900000000-080000000000000000-00009,8ebaa23d-2b27-5aa5-b2fa-bc95a6cce1f4,government
5900000000-080000000000000000-00009,8ebaa23d-2b27-5aa5-b2fa-bc95a6cce1f4,public-service
5900000000-080000000000000000-00009,8ebaa23d-2b27-5aa5-b2fa-bc95a6cce1f4,rwanda
5900000000-080000000000000000-00009,8ebaa23d-2b27-5aa5-b2fa-bc95a6cce1f4,Business
5900000000-080000000000000000-00009,8ebaa23d-2b27-5aa5-b2fa-bc95a6cce1f4,Natural Sciences
5900000000-080000000000000000-00009,8ebaa23d-2b27-5aa5-b2fa-bc95a6cce1f4,Arts and Humanities
5900000000-080000000000000000-00009,8ebaa23d-2b27-5aa5-b2fa-bc95a6cce1f4,Social Sciences
1002000000-901200000000000000-00033,698f0d2a-904f-534a-913d-70fc0963b938,government
1002000000-901200000000000000-00033,698f0d2a-904f-534a-913d-70fc0963b938,public-service
1002000000-901200000000000000-00033,698f0d2a-904f-534a-913d-70fc0963b938,rwanda
1002000000-901200000000000000-00033,698f0d2a-904f-534a-913d-70fc0963b938,Business
1413000000-901050000000000000-00902,45981540-a6bf-58ba-bf3e-f7c051533183,government
1413000000-901050000000000000-00902,45981540-a6bf-58ba-bf3e-f7c051533183,public-service
1413000000-901050000000000000-00902,45981540-a6bf-58ba-bf3e-f7c051533183,rwanda
1413000000-901050000000000000-00902,45981540-a6bf-58ba-bf3e-f7c051533183,Education
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,government
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,public-service
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,rwanda
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,Education
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,Business
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,Natural Sciences
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,Services
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,Information and Communication Technologies (ICTs)
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,Health and Welfare (Health and Medical Sciences)
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,Arts and Humanities
1903000000-150101000000000000-00003,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,Social Sciences
1603000000-201802000000000000-00001,ad5de71e-fb7c-5929-a31f-fdaea788b958,government
1603000000-201802000000000000-00001,ad5de71e-fb7c-5929-a31f-fdaea788b958,public-service
1603000000-201802000000000000-00001,ad5de71e-fb7c-5929-a31f-fdaea788b958,rwanda
1603000000-201802000000000000-00001,ad5de71e-fb7c-5929-a31f-fdaea788b958,Business
1603000000-201802000000000000-00001,ad5de71e-fb7c-5929-a31f-fdaea788b958,Information and Communication Technologies (ICTs)
5700000000-801010111700000000-00074,37849706-d245-5e02-850b-0c6edfa06324,government
5700000000-801010111700000000-00074,37849706-d245-5e02-850b-0c6edfa06324,public-service
5700000000-801010111700000000-00074,37849706-d245-5e02-850b-0c6edfa06324,rwanda
5700000000-801010111700000000-00074,37849706-d245-5e02-850b-0c6edfa06324,Education
5700000000-801010111700000000-00074,37849706-d245-5e02-850b-0c6edfa06324,Business
5700000000-801010111700000000-00074,37849706-d245-5e02-850b-0c6edfa06324,Natural Sciences
5700000000-801010111700000000-00074,37849706-d245-5e02-850b-0c6edfa06324,Information and Communication Technologies (ICTs)
5700000000-801010111700000000-00074,37849706-d245-5e02-850b-0c6edfa06324,Health and Welfare (Health and Medical Sciences)
5700000000-801010111700000000-00074,37849706-d245-5e02-850b-0c6edfa06324,Social Sciences
4800003001-020000002200000000-00012,106c1bb2-7e7a-5716-9474-f2946ebc40ee,government
4800003001-020000002200000000-00012,106c1bb2-7e7a-5716-9474-f2946ebc40ee,public-service
4800003001-020000002200000000-00012,106c1bb2-7e7a-5716-9474-f2946ebc40ee,rwanda
4800003001-020000002200000000-00012,106c1bb2-7e7a-5716-9474-f2946ebc40ee,Business
1413000000-901050000000000000-00905,55d9b7ad-2b5b-578c-a218-2e2b00729ac8,government
1413000000-901050000000000000-00905,55d9b7ad-2b5b-578c-a218-2e2b00729ac8,public-service
1413000000-901050000000000000-00905,55d9b7ad-2b5b-578c-a218-2e2b00729ac8,rwanda
1413000000-901050000000000000-00905,55d9b7ad-2b5b-578c-a218-2e2b00729ac8,Education
1413000000-090101010300000000-00079,f3645f17-6c85-579f-a2f2-7ba54445130e,government
1413000000-090101010300000000-00079,f3645f17-6c85-579f-a2f2-7ba54445130e,public-service
1413000000-090101010300000000-00079,f3645f17-6c85-579f-a2f2-7ba54445130e,rwanda
1413000000-090101010300000000-00079,f3645f17-6c85-579f-a2f2-7ba54445130e,Education
1413000000-090101010300000000-00079,f3645f17-6c85-579f-a2f2-7ba54445130e,Natural Sciences
1413000000-090101010300000000-00079,f3645f17-6c85-579f-a2f2-7ba54445130e,Health and Welfare (Health and Medical Sciences)
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,government
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,public-service
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,rwanda
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,Education
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,Business
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,Natural Sciences
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,Services
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,Information and Communication Technologies (ICTs)
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,Health and Welfare (Health and Medical Sciences)
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,Arts and Humanities
1420000000-908000000000000000-01061,f94357e7-913a-5b5f-b919-333d7c26d646,Social Sciences
5000003001-020000000800000000-00006,b1b324de-0d35-52d4-b5a4-0fb76c2afc9c,government
5000003001-020000000800000000-00006,b1b324de-0d35-52d4-b5a4-0fb76c2afc9c,public-service
5000003001-020000000800000000-00006,b1b324de-0d35-52d4-b5a4-0fb76c2afc9c,rwanda
5000003001-020000000800000000-00006,b1b324de-0d35-52d4-b5a4-0fb76c2afc9c,Business
5000003001-020000000800000000-00006,b1b324de-0d35-52d4-b5a4-0fb76c2afc9c,Natural Sciences
5000003001-020000000800000000-00006,b1b324de-0d35-52d4-b5a4-0fb76c2afc9c,Information and Communication Technologies (ICTs)
5000003001-020000000800000000-00006,b1b324de-0d35-52d4-b5a4-0fb76c2afc9c,Health and Welfare (Health and Medical Sciences)
5000003001-020000000800000000-00006,b1b324de-0d35-52d4-b5a4-0fb76c2afc9c,Social Sciences
6100000000-801102020000000000-00073,5d3661f3-2e8e-54aa-ac7c-95538d995bc9,government
6100000000-801102020000000000-00073,5d3661f3-2e8e-54aa-ac7c-95538d995bc9,public-service
6100000000-801102020000000000-00073,5d3661f3-2e8e-54aa-ac7c-95538d995bc9,rwanda
6100000000-801102020000000000-00073,5d3661f3-2e8e-54aa-ac7c-95538d995bc9,Natural Sciences
6100000000-801102020000000000-00073,5d3661f3-2e8e-54aa-ac7c-95538d995bc9,Information and Communication Technologies (ICTs)
6100000000-801102020000000000-00073,5d3661f3-2e8e-54aa-ac7c-95538d995bc9,Health and Welfare (Health and Medical Sciences)
1600000000-111011130102000000-00023,56ab38ea-1cff-5922-b548-941b2dcb2751,government
1600000000-111011130102000000-00023,56ab38ea-1cff-5922-b548-941b2dcb2751,public-service
1600000000-111011130102000000-00023,56ab38ea-1cff-5922-b548-941b2dcb2751,rwanda
1600000000-111011130102000000-00023,56ab38ea-1cff-5922-b548-941b2dcb2751,Business
5800000000-801101033000000000-00075,98da2d36-fe8a-59a6-b691-69fe3be42aae,government
5800000000-801101033000000000-00075,98da2d36-fe8a-59a6-b691-69fe3be42aae,public-service
5800000000-801101033000000000-00075,98da2d36-fe8a-59a6-b691-69fe3be42aae,rwanda
5800000000-801101033000000000-00075,98da2d36-fe8a-59a6-b691-69fe3be42aae,Education
5800000000-801101033000000000-00075,98da2d36-fe8a-59a6-b691-69fe3be42aae,Natural Sciences
1419005000-030000000000000000-00004,b0062ac5-4c19-5947-a6fc-39912ac36be5,government
1419005000-030000000000000000-00004,b0062ac5-4c19-5947-a6fc-39912ac36be5,public-service
1419005000-030000000000000000-00004,b0062ac5-4c19-5947-a6fc-39912ac36be5,rwanda
1419005000-030000000000000000-00004,b0062ac5-4c19-5947-a6fc-39912ac36be5,Business
1419005000-030000000000000000-00004,b0062ac5-4c19-5947-a6fc-39912ac36be5,Natural Sciences
1419005000-030000000000000000-00004,b0062ac5-4c19-5947-a6fc-39912ac36be5,Social Sciences
1800000000-101101040000000000-11610,27b03501-651b-5ba4-8d64-275d05c90598,government
1800000000-101101040000000000-11610,27b03501-651b-5ba4-8d64-275d05c90598,public-service
1800000000-101101040000000000-11610,27b03501-651b-5ba4-8d64-275d05c90598,rwanda
1800000000-101101040000000000-11610,27b03501-651b-5ba4-8d64-275d05c90598,Services
1800000000-101101040000000000-11610,27b03501-651b-5ba4-8d64-275d05c90598,Engineering
5500003001-020000000100000000-00045,93723cef-28eb-5345-adc1-c1654f369087,government
5500003001-020000000100000000-00045,93723cef-28eb-5345-adc1-c1654f369087,public-service
5500003001-020000000100000000-00045,93723cef-28eb-5345-adc1-c1654f369087,rwanda
5500003001-020000000100000000-00045,93723cef-28eb-5345-adc1-c1654f369087,Engineering
1202000000-901101050000000000-00036,da837068-372c-5910-94e3-420e1ace2593,government
1202000000-901101050000000000-00036,da837068-372c-5910-94e3-420e1ace2593,public-service
1202000000-901101050000000000-00036,da837068-372c-5910-94e3-420e1ace2593,rwanda
1202000000-901101050000000000-00036,da837068-372c-5910-94e3-420e1ace2593,Natural Sciences
1202000000-901101050000000000-00036,da837068-372c-5910-94e3-420e1ace2593,Information and Communication Technologies (ICTs)
1202000000-901101050000000000-00036,da837068-372c-5910-94e3-420e1ace2593,Engineering
5700000000-080101010400000000-00013,7bd01ab1-1be4-5f5d-8176-dd1855fd8a13,government
5700000000-080101010400000000-00013,7bd01ab1-1be4-5f5d-8176-dd1855fd8a13,public-service
5700000000-080101010400000000-00013,7bd01ab1-1be4-5f5d-8176-dd1855fd8a13,rwanda
5700000000-080101010400000000-00013,7bd01ab1-1be4-5f5d-8176-dd1855fd8a13,Business
5700000000-080101010400000000-00013,7bd01ab1-1be4-5f5d-8176-dd1855fd8a13,Natural Sciences
5700000000-080101010400000000-00013,7bd01ab1-1be4-5f5d-8176-dd1855fd8a13,Agriculture
5100000000-801112000000000000-00071,f40bc0fd-df97-59a6-8b4d-ca7f7a6a69b6,government
5100000000-801112000000000000-00071,f40bc0fd-df97-59a6-8b4d-ca7f7a6a69b6,public-service
5100000000-801112000000000000-00071,f40bc0fd-df97-59a6-8b4d-ca7f7a6a69b6,rwanda
5100000000-801112000000000000-00071,f40bc0fd-df97-59a6-8b4d-ca7f7a6a69b6,Business
5100000000-801112000000000000-00071,f40bc0fd-df97-59a6-8b4d-ca7f7a6a69b6,Natural Sciences
5100000000-801112000000000000-00071,f40bc0fd-df97-59a6-8b4d-ca7f7a6a69b6,Information and Communication Technologies (ICTs)
5100000000-801112000000000000-00071,f40bc0fd-df97-59a6-8b4d-ca7f7a6a69b6,Arts and Humanities
5100000000-801112000000000000-00071,f40bc0fd-df97-59a6-8b4d-ca7f7a6a69b6,Agriculture
5100000000-801112000000000000-00071,f40bc0fd-df97-59a6-8b4d-ca7f7a6a69b6,Social Sciences
1417000000-301101161102000000-00914,483e0bb5-ac5d-5934-a51e-c40ffe96422e,government
1417000000-301101161102000000-00914,483e0bb5-ac5d-5934-a51e-c40ffe96422e,public-service
1417000000-301101161102000000-00914,483e0bb5-ac5d-5934-a51e-c40ffe96422e,rwanda
1417000000-301101161102000000-00914,483e0bb5-ac5d-5934-a51e-c40ffe96422e,Engineering
1000001000-101000000000000000-00031,aafdc3cc-851c-500d-9c10-5fe271b8b214,government
1000001000-101000000000000000-00031,aafdc3cc-851c-500d-9c10-5fe271b8b214,public-service
1000001000-101000000000000000-00031,aafdc3cc-851c-500d-9c10-5fe271b8b214,rwanda
1000001000-101000000000000000-00031,aafdc3cc-851c-500d-9c10-5fe271b8b214,Natural Sciences
1400000000-101103000000000000-00031,4cff98b3-2bf6-59f7-b859-50afe610ba67,government
1400000000-101103000000000000-00031,4cff98b3-2bf6-59f7-b859-50afe610ba67,public-service
1400000000-101103000000000000-00031,4cff98b3-2bf6-59f7-b859-50afe610ba67,rwanda
1400000000-101103000000000000-00031,4cff98b3-2bf6-59f7-b859-50afe610ba67,Business
1400000000-101103000000000000-00031,4cff98b3-2bf6-59f7-b859-50afe610ba67,Natural Sciences
1400000000-101103000000000000-00031,4cff98b3-2bf6-59f7-b859-50afe610ba67,Information and Communication Technologies (ICTs)
1400000000-101103000000000000-00031,4cff98b3-2bf6-59f7-b859-50afe610ba67,Engineering
6200003001-205010000000000000-00018,8538ce49-275f-51c5-8811-00c8658d2aad,government
