original_candidate_id,candidate_id,jobs_viewed,jobs_saved,applications_submitted,searches_performed,jobs_ignored
19BB23D30B9FC664B1F35724DC109314EA643DF38DFE3DD44475263320C0D674,e162a0ab-ccee-5a90-95c0-616408dbcc72,6,1,6,4,2
1B99A7AA6A74CBA228C6E688B3AC4AEF877590A96A9994E60058E6FADEB2F14A,4f5d399a-cd2c-5489-b5d7-3ea7c9dfdee6,1,0,1,3,3
19C5ED8B826E51CD490F5CCCC05690B8215C9087362559312E04E9F9E5BB9CE4,95cacfa8-eac6-5d94-94b1-071398bef732,2,0,2,3,0
1D27192EE646899297450DF25D3F62F9672783E9C5E108668A512A8B08F82CE3,926b4079-9575-5fc5-be9c-5b02f32a1639,2,1,2,1,3
19F3654FD488753ED911B68F6F0413B10C335CD9B15179EF003C6B0F25DD54FF,61ce724b-2666-5248-9525-437df8c9daf2,2,0,2,5,0
1D4DE27CCFC70D6609B5CE76F8E1DF600A7B06966EF54EB208CBDE68D8D12757,64b53473-065a-5157-b852-96c2da096fa6,2,1,2,4,3
1BE435B87CADA4063B73C8AB1B3DE31169D5764EB24BB04A410BDD507857668B,ada94f33-a905-5b3d-ac1c-ffbd54d4de98,2,1,2,2,3
1D5E3806A1768C17D1AC1D8D3FD4009ECE727866289DFAB892CADCF68615A043,7a806bf4-cd2b-5960-96db-d7ad42b12476,2,1,2,5,1
1A0D5EEC60C0A45B281A1B52FE58652E9C98B31FB88857A590161907A70B73D0,43c1c159-4a49-5872-8510-12d097d9c779,2,1,2,3,3
1D744177C53597B123E0AB11196B9712C4E59D21B8F03DFAD96D41C31CD4F4DE,3bb73e14-1bff-5f6c-b434-19e65b0df0c7,1,0,1,2,1
1C4F4D05394CDD3CC5F27C23A77CD0E242B004B838ED797046EC2B8A030F9187,b374fa7b-1513-5297-b6ea-8f76d84ecaf9,4,3,4,4,2
1A456FF2714EA5E17F181B91AE491368D3C318056CD347700FFB985E5A43C552,d85b8cb2-8a2d-5032-be82-9dc279d98a5f,1,1,1,5,1
1D235EBF68C3CE6FCFF8D8BD332280A8A0C1BC37B572343CFE6768C340C88F31,12d6ffbe-dc08-5ff8-90a8-437fbaecc9bc,1,1,1,5,2
1D31851FD4BAE0792B525F2235FCC2D3D966CFF3220B38F19359996D14C6ED80,df61f3b9-7250-5bd3-9ebe-cf1fc3e03e56,1,1,1,3,0
1D8F87BDE165CCBB0CFA086E19F078ABBD70374004626578B0FC9446438F1E06,4fb2cdce-ac0d-54ce-985a-47d484cf5b01,2,0,2,5,3
1B80B778C06F50A956B0D0199CDD913A54EB4A28E5B1AB3FA971C59D80A80675,c6fc7661-98b0-5096-9929-aac33f160c6a,8,4,8,0,3
1E3A88EFD4406DE4DEA2E48DEF4F26EED12228F255FDD5F66F04C00319F9426B,5cca48e9-a4b9-5fa1-99f2-a0eba9fc2f13,7,3,7,1,3
1E7649F48C70CDA2B3387DC1870C8665A1A96BEE63705A0D4B8741B984A42D8C,cc7d338f-d58d-505f-bf94-fdc8b83525d9,1,0,1,5,3
1E629639E9A0CC6B6F8C2952DE157B7FF306B9F2ED54A7B574DDBAEA80922567,1a9ac0e9-07cb-5a95-a603-878d31ebaf92,3,1,3,1,1
1FFCFC0CF1B5428D34B032901E3ACFEB0FC763AA70214EB496CECAD301D85DED,257e6053-ddfc-5d81-a607-0b09f39c8f4d,1,0,1,3,2
1EE4D51AAC11F63080FB765EC8885DFE4FAE6BA89632B0E00E5BE65E9F541D2E,bf5c95e8-8666-5459-a384-a2ef09bdbf43,6,4,6,5,1
1C7A98D4DEFACC56342F88D12D9B98CB577338F116DEA58314C00FB24AE14F19,e8999b93-8e31-5307-aa2a-ec5a9db848b4,5,2,5,4,2
1F164F00C6EAAC4B0E4238A22F6BA18959EDFF0D332AC3CECE665B736CAE1FDE,122ef7b9-00e8-596d-ab7f-ce13af215a42,7,2,7,2,1
1F433AE158813BBDC3DC6FF9E98F87A386167A06FBD3EC78390C19004F669547,2f524cc8-964f-5818-99ae-304ef019ca43,1,0,1,3,2
1F5BB49AD3E66EE44FEAB73A26366C0AF0FE640100C3E6759730A61AF1E33319,8d216b12-080c-5d45-98cf-4b10e8fc219a,3,2,3,1,3
1F61F571A99AE36A776DAD2E8736CA9050B43666F4AAC96AA6A11FEEEDF8BAF4,7d925c24-67d3-5a97-bb2b-3f2bdd2266bf,10,3,10,1,0
1F718BF9474DE9C58CA85249FFCFB0197C423F4037F01972102A205E20468D09,3f81734d-5897-5d85-9ae0-021b6e0399b4,3,1,3,4,1
1F7CF94DC44652E68F36EF077F270F7060C32E6D855AB3CA27C2B546FE54ADB5,2fa7ee98-536b-5c52-8706-84cb015c0def,2,0,2,3,1
20D7A22AE2D10CB844E8ADE3F43A6D99D021A954E724BE7EDD1D517AE16AC325,975d015f-62ae-51c6-942a-606620b69b06,1,0,1,1,1
1D3AD6AD7C527CDD0DC3C02E45D1A309567D23A19314002D13402DBD8A7CF53D,8d522b22-05ac-5d24-8d6f-cc6ef1167582,1,1,1,3,0
21B7093E65BE46B7701AD427BEE8BFA53236C08254B6294E561F7D655050F29C,91af8d78-3005-5cc6-ba34-57c419a7afa1,4,1,4,2,0
1E0B3D2F318125687D87375303D9320DED5C5B8D8479433841614E79F95552F3,0841cf84-788b-5e21-9f3d-dbc0f512422c,27,15,27,3,0
21CC183178D07F698B9A9D83C8DCCBB6CEE5800BABEC23B5BFE7EED66BB37125,2e504d10-4e56-5467-ba88-5b5e296a7ffb,1,0,1,2,1
1E9C4A390B49BE5A711B9B76E4D774F74F8DB62E68645446D4263052766986D1,bc5a5b50-b231-516e-8689-e11a65b132ce,12,8,12,3,1
1EADB5F3ADDFB08E0F5FA881FF9A1428977C1AB2DA9695C0A53EF183E48A68A8,64faab16-2eb5-5512-96d6-1a2841fa68d1,1,1,1,4,1
219F2BABA95AD0F890C82AF596D473FE867BB6A9F5C41190F22382BB1322FBDE,7fd56a42-6c8f-50e8-b6c0-1fecd61324c4,9,2,9,3,0
1EFCFCF5A404687D26E0AA8BF8A3480688C07071B6DE65BC192C64B90F1C6490,683ebd23-ee08-5177-81be-339a75826010,4,1,4,1,0
21EE45A40287BE0548C0336B9BE1EF3FD88E7FDD5A960F22082C0AE8E2F8E099,e4d01b94-c9a3-5d74-8f4b-e586eef1e20f,2,1,2,3,1
22920BA4BB6AB56ADFFE0DD9C1FE820289E08216ED89138CA5426FF2814B2073,c2e5857f-325e-553d-b7d8-dcef469c6987,2,0,2,2,3
23A53765814BEC1DADCAF675ABA5D46D4595D800664AC4108C2FF88A9F00022D,34631f4f-5ca9-565a-bcd5-eb3b3e6db058,1,0,1,4,1
232912A5EE2B19C09969FD08920EFE845FD498A8FB78B8CAA66037871FDE1D21,746abc66-5fe3-5f5e-b191-8bc72819033d,2,0,2,2,0
20682D7FBD8A87889CA758C0A4DF8745CAB824A1FFC60743A70E55AD1E3EC23D,a9ca6880-2ad5-57fc-ade6-62c9f76f0c91,1,0,1,1,2
22968C0939DA70BAC7808AA9B5FBA48AD68C534CEB48891B408D35C356684844,ffb70de7-ee4f-5401-8c42-6157e7708e6a,1,1,1,4,3
23E576A689093759D395FBDDEB1564CA04F0B939161E9DBF9B5E7AEA7D2D2FDE,539258dc-f5dd-56cf-9520-bb38ff7d90e6,1,0,1,1,0
230D6AAC4B29E5085D8A94E584BBA0B8CA60D807570B0AB47445626C6C4FDAC4,4e0d25a8-9ca3-5889-8259-20b9d238f43c,10,4,10,5,3
23961114D362E4549DB9CE7587AE9A8B35D28BBC782B5429228B4D1D0BF00144,db542f9e-91b3-5901-8643-44877897c01a,3,2,3,5,1
25930FD8F17D85B5935BB46C7B98EB0B44D6CA2E3DEC371B8476670CEFDBC8FA,6103eaf0-a91e-5e59-9689-b9bcce694823,3,0,3,2,2
24F5B95B441C126BE73EC9345C302C46B83D26A5BE5DC8190EBE3DE3ECF62AC2,09800925-ea2b-5a07-9a62-82d154587455,4,1,4,4,2
23E3FA904289FB4FE5853B2A33EE22D6766C99E100D4064279CBC41B37B0A138,707f8276-0694-5a0e-957d-54a7a13d0830,4,2,4,1,2
215E43E84FA1B36133A1B5046D6C18B6784E4CB883BDAA4C58ECB34F57E94C6A,cb133ec9-d5fc-5159-a9cc-9baf1c748f97,5,2,5,1,2
26108731CB924816580F301E9228F21E8A0750CFCA7A1C3686C7D06213EF7B75,b97244a2-f5a3-5aa7-879f-25b4623a1e40,5,4,5,3,0
24B7B92BDC2A09AEEFF9956FEC7245C5219E7C4450824F00E3ABD31EAAAC6A9D,cdc305b8-882e-5df3-b7ce-e4e7905c82b2,6,2,6,3,0
24D4B260EF08A8A0522B4DEC1886F8C3152234097AF46A7D2D72A3471A929694,63143181-ef4e-5f15-a0ad-7b482361a8d8,1,1,1,5,1
24FF71BAFBB854DCDE7D028043D3BD0FBD1F7AC9D9A0EC8B5CB845B520210EB3,e6997402-67a8-5f91-865a-e4d93517af4e,1,0,1,4,0
2520AC75B6BD6A5811AE89F81395DB8F7D1A2155198A93027680ECDDC7E1D307,2077db42-4dff-5e59-ac17-f7afe1114934,1,0,1,0,2
2559DB20CF6D52ADFA24A4828DA0ADC923312E1AB0A89366CA7003CCA56A4DC3,1e0c47df-8bc3-5e35-8582-335d28cfa705,3,2,3,0,3
227A3BAC2C5BFBDEC49C986CD7520F5DB914C83ED4D22018389D619CD8BD8A2B,71773cc3-68fb-5272-bf01-d00f5c44c83e,4,2,4,1,0
259BB3B46CDA27006A384286F9E142F4B1F5FC24F313F81AB98DA469099C822E,6329f72e-ca40-5e97-9c99-2c33b3f76e28,1,0,1,4,2
22DB61223076CC851106AAEDF0BA668C230AC2EBA4EA54F250BE308DECF38FF3,791e23c5-3dda-5452-ab01-743e15820116,17,5,17,0,2
2687A43287D30B801C8B48E6AEAED695A1704D7BD2AFC337BB92F32612A27351,f973ec82-5ce6-5602-a9cd-936734752199,1,1,1,1,0
26DF5B3FE3B798C832D9EEC6C913D5AD747F76E4547AC11939066E2F8DE5E559,756b9a73-9eb3-51f4-8e3d-9c49cf586f00,9,6,9,0,3
26B8A38279B4BC507491F6FF62EB6DA99BC87ECA31C1BE4068A24B400E05179B,930e0e0e-ffbd-5832-a8cb-218f4c0245f5,1,1,1,4,2
275784657C3198016D25252F368118273FDC5B7A4B64059BEAD76B9E268F0D3D,e478ff5c-515e-5446-89cf-9dc96eeb3988,2,1,2,0,0
243A003B71689F95447B9435DB4E4E530864EBE3710CC7603869DFDF887938A1,fe8546ff-bf94-57f2-9d04-388c0d361982,3,1,3,4,3
27265EC025E284189803E502FB0EAACA31817CCE5B889E95F37CD48BFC4D9E6E,267e221f-d5d5-5c98-b26a-cbab44818a10,7,3,7,3,3
27D904571D59413B28A2234CD4AE1337A3E4A86B2DC952471AD9FE6C85DEC348,e36d50dc-9118-5957-a9dc-e062b4849075,4,0,4,2,0
27E9CB9D8D42648965DB6B46755D8640BB662891CB5015EFB20F1C5BBC9A5316,0613b1f7-c8ce-50d4-944e-d4105ade8c17,4,2,4,2,1
2748A1F64ED89811DB5A1D39475E81C3E93AAD155C59A3C7D9BBF8BF4C5B0ACA,4d24aa75-b6df-50ed-9617-c3fc54de575b,1,0,1,0,3
2761E21A46B359502BFBE6E77E0F4609C60B7343CA21E38A6099C9E2E0275A9B,cf25e45a-cf3d-5396-98e1-df69757ea91e,3,0,3,1,0
279878AA84A49B29B3AA6F198ECDC6D1D763A1BAB82C9DB91BE6741284691CDB,796ea8cb-f403-5ab4-ab79-4a4dcd1f0599,1,0,1,3,2
27AFAE8DF959A841079C4B450B85E8688128A15A970CC024DCF8EB6350FE6CB8,a37cf4df-e8a2-5000-be3a-98cbac85a153,3,0,3,4,3
24DAEE3BD55F5E2C97A8B9CE633C16E957C14EA6E210B9DF25CEF930B11417DB,6df890ef-dd94-5265-886c-b418944dd774,3,2,3,4,1
27D1E7609058C0F6797F04DEC6446DD7EFE70E59DAB4537C38DBBB534AE96015,26f81bef-d60a-5e2f-99ca-ce0482f6d8d1,3,1,3,5,2
27D6EB8E6A8005ED075797A431098DAD799392959CB9FEF02C3BE30776349C94,51b9aa16-8d47-5ad1-b768-5c7a98f89c7d,1,1,1,1,1
27DE67B7F82CF5687D18C17E1240B13D68336494B96E86F484FDD95B9EFC3F77,3f294a92-4a91-5391-8653-963f568f71e5,3,1,3,0,3
28680E72FA067DDF21853002960AF47F2A1D2C510BA34BF4673C0D02A3B59E70,d46be73c-931d-5263-8780-5ece7404d055,5,1,5,1,3
2509B553DB3071DDFF856AA73D7D69D5E106E75034A34744E3B0C615EDFC351C,579ee32c-5577-51cb-aa1e-50c5ba60b36c,5,3,5,1,0
27F7A62F84BE7A17E964B4F6628FB83A65A8F9C00A4E0CB56B893B3C2A79D013,f1fb7d59-68fe-5f09-b2de-578b531b3fc4,11,1,11,5,1
281AC491B182AE32968473900C0BC0C931D0F2938134045F9A9877B412ECCFE9,91bd6dc2-4e5a-5eb3-8c44-ca590b9522b4,6,3,6,2,1
282849665837DC08180F9C7D0ECB3C3A817696B5AFC55BAEB261CF620A2061F4,b0df462d-6d0b-5beb-ba8c-0cf99f0dcc51,11,4,11,0,3
287BF995F95EFE8D7BAFF966C53E587C15B5BFFBB47A4250492927E5D44CA116,5f2a7d8a-de8c-5f67-847a-d100eef0a36b,3,1,3,2,3
28AA42476A1F411DF6C732B78EC7260AC728770BFB9199091E0232A08E1B9A2E,20c97398-5382-5206-9ed5-8e3069f0c980,18,8,18,2,1
28779F969C37B05AE000312DEE8FF80CBBBA0181EB87DA2B3F7944CBA2972F12,b6d83aca-8005-5704-a707-35699517babb,2,2,2,0,1
28B3777248ADD313A87CE9AFD98DB79BA227969D04AB4C8EC25159532CDEC00B,5ee05d6f-7744-5f99-a86a-033a73d27b1c,3,2,3,4,2
28C22EC051016A313A5469739DF58E443210A0FE2AD05172A6404B237EE28171,20e6b29d-4e5e-58e9-af71-2f9195967413,28,10,28,1,3
28CAB62615E833CBA3F15F3AA0EA9AA790940F23C345DCC440D983B277DAEA56,f855ca58-c4a6-5d87-b6f2-4bbc39204495,3,0,3,3,1
28DE71C3E9C10DBC2D43A062B318454D89BDEAB55BFFF99EA723E36665211CCF,f6ce7128-bab7-5b74-b901-a8e4294c2d5e,1,0,1,4,3
28DBC32833F4DDBEFCB77F14A96CCA3DFF462C08EB2A5EE96FD04271E6D05285,a0261c0c-5320-589f-9b07-af6a4dc8f9c8,1,0,1,3,2
292B046584A9BEEF86FC693C9FDE402EDADD470E49676AB4B32D5D6754079798,23f25d42-859c-5885-8dc4-3789e03b976e,3,0,3,5,1
291BC56C571D5A45AF64B9C67D94E40FB41B269E7C4615C9EB4838E786C8E78C,456d429b-ebef-57bb-bfd7-54a7c6b4bf00,8,3,8,4,2
29F81E7E7A94CFC8C9DA01F69BBBFA38E65E445359DF632B55529D964E28D18F,145616ac-08ec-5b0a-b93f-11e871f3058a,7,2,7,5,3
29F83C861AA13E0C436E630F7EDD55363C3091381BB356E0F56BB6B6099D6D72,3a7784c2-70df-5b90-b456-79a380561d3e,1,1,1,5,0
29A877EDA0A6F066597ECFB83DE6C7E38C33E5784EE85250CD33430FAE5064CC,843c3946-78ea-5838-bb9b-7bef75b0e450,6,3,6,1,0
2A0EECCD19B79BE25E6202812AE5D33F473B41B903B4DC58B69A6FDB7DB6DB7B,438c7192-3636-50f8-a233-9fe92815e05e,2,2,2,2,0
29DAD79A3097F2DE19A18F61B0B77FC584347B8FBA81221FBD64E9F6948967DE,82a37ef8-65b3-5d02-9bd0-c290705884c7,1,0,1,5,2
2A39BE4A5A114AE0D64B340BA6F6AD325F111B78FC4CF619159F1BF06EFC69CB,57fd3962-aa62-580d-a853-5cc35a4a9d91,1,1,1,0,0
2A4655F067B7237470B5E8E393DCE2B242C80ADD5319C4E281AB858F52929E0A,f20b3a5b-28fe-5b3b-83a0-1ea7c4338b7e,2,0,2,0,1
2AB1FC842D4884444DC26F07996012E0AE3A67C96DECB77DE8E0E3B651B1259A,33e1f21c-f311-5148-8b93-888a500d76e7,2,1,2,1,2
2772A9628AABBCE699BDEC09EC6547F3E4CF4C40B3731C84D283BD142CAF82BA,8cf81df9-d538-5310-8d64-cd9fda14faba,4,3,4,0,1
2AD2929B35ABE4610F21B5454ADB288F9C88DC6FD15FA2E5114DD8554016E3C8,205aa6cd-0fd6-56f3-9b46-bcf59125c864,24,11,24,5,2
2AEFB6939C652280D7B78FDAD51CCA1CC8CBA576CCF97B1B73AEDC8F18793967,25fb701d-0d6b-5f5e-9d0d-5545812b4a48,2,0,2,3,0
27AF0BA46ADD75DF7C35DF24C825D88D872E5D012336912C6C4A270E849500B6,d88806c0-e37f-56f5-9181-cf111f4496a7,25,12,25,4,3
2AFAE921FBA3BFC8A31EB16C1158A1463902C995A81DD2E055CD6B48D16DB1DB,9a71b0de-10dc-58ec-80a3-a9a3bb8c0d69,1,0,1,1,1
27F60486B5340AA12DC99BD38B43C1D08D168E53A7DAC34AF50DD4A0DAF32C3D,6f73d0a6-0efe-570f-96f0-5ad3e967f0c9,3,0,3,0,1
27FA5B806A32BD68350FC336E4997F7A29B321FFD6F1598C1549E2F8467DD7C8,2558f090-5d22-5cfb-a133-dca62e44feb7,1,1,1,2,2
2C2ACF580F5417651D0CFBF311094A17248E79DCFF6BD9540877FE1C00CCCE85,4d07d58a-9a63-5c64-bf67-391e9443526c,3,1,3,4,2
2BB1260A3C853BF2C2D73993AA94177F7A9DCAEE1F6C9E0274FF101421863F7E,a80a34d0-181e-5c8a-a810-26de61969e22,4,2,4,2,0
2BC01304C4699959886D047D79D6E6A41968B12E2AFF0E3335A3417D79F64888,75c52b45-2964-512e-8091-fb8bb3e3ad5e,1,0,1,4,3
2BFF972C9AF4D78ED1C0840C16942770F9124EE70D0703253C18E7E12636231D,5153cbd9-b1f1-59a9-b16a-3765c892c49b,1,1,1,4,2
2C150E7EA0B601324540DE735F6B5313B0CBA7EAF81A5713016CB76CA588635A,1f29eba3-4627-5e52-9088-7a35fb75aa3b,12,3,12,1,3
2C3B93BE286B2DDB3E26BA009E9FD52ED70C5C136B8E5CD17FBAAE43032C8A48,0e0474b2-55d3-530f-b96a-f6765cb12d0c,3,2,3,1,2
2CACF094297A147BBD94C9AED3EB43FC77A516A981ABD740AA8107955E071FBD,58862cd9-9084-5a00-a3ce-5d5c99ec9945,7,2,7,1,2
285B56B5370D4A2299E4286A222E4C4A61FD3E449B6555098862B01D23E742E2,89e40c62-60f8-54ce-b446-8509777e7bc8,1,1,1,0,2
2D5144322AB12E19276D91467C2BE075E626F3726B9E7632FFA79FF6B3769C17,e641c676-4935-5885-8b5d-83894fe8ab45,5,4,5,3,3
2D60A377F99A2A2D61F3E12F5E6B097482B61E05F3B8BB96E83CCFDF4ABC73AC,faedef45-af57-5ccd-9ec7-47bbb1c86e19,6,4,6,0,3
2DB3F6D55D1DA7B1C6CC4E51E79CA006E57BBAEB32FD839F2B4F0EEFBC9B68BB,caf077b8-9a64-5f23-9293-30344760e612,3,1,3,0,1
2D720DD337C2B6E478131FCF680A8665232075175B1AC59705149550F982CFDD,628289e9-a217-553c-ac3f-82ca88786e22,5,2,5,1,2
2DB5C1E15F5017772EE0B07FCD1EF60F507331ED14DC56C05F448DE3C372B58C,8a56a852-5694-58cd-8c9e-13b62c83e9d0,3,1,3,0,2
2E2649632380CA6A6610EF17C16225B948EB0E25AC41E69B2345D4734256427E,2332c4fc-a20e-5e36-bf71-5d1203655205,9,2,9,0,3
2E4156925AF175E31F6E7F47B7EC47016DB445F797F2ED0C0E2FAE85F322598D,4c6314a1-9145-5a13-aadb-9f9c040acdfc,1,1,1,3,3
295029D1A486EA3D94A9D8F2B2A07BA9BE34E541612B64194FE4BD7C7BDA4C84,365e2878-2a3e-5c1a-ba17-2fc7bab0b296,1,0,1,2,0
2E2C8B607480A5A4BCE47EC62A63C85D760534840DD59DDFACE0D3497CE0EA06,aa5f3202-9d0c-55a8-93ee-35b8b84e98db,3,1,3,0,3
2E7AC0E4115A43D3E9FE041AD0ED6FCD53B204DEADF49BCF2F503612959B2DE7,d2b7a298-d3b6-5ab2-9db2-7d8f4ad5f9fb,1,0,1,1,0
29F803E787B630D9663C40A99FCCBA5F26AD4BFFF31FE474DCCE02755E0C9D11,3294cab3-7b7f-5a5f-bab9-7e11b4b034b4,2,0,2,3,3
2F0BF558D4BBBE9361ABE24E22271147FB3643CDB02E88DACAC18164A1E1B9B3,57a048e1-2da0-5a33-9f49-8da1cac949d4,15,6,15,1,2
2F3C0D219706D0DB4C310AF80A444ECEACD52A2487A07D93712C62643398EC52,93880896-2989-5339-aea9-97053bb71636,2,1,2,1,0
2ED34D6980BFF294B9C6E0F745119C0102BAC46B22EF74E1E8FDA92406CED262,bf99079d-9175-547d-942b-28936642fe70,4,1,4,5,1
2AC607CC9953677F7C1E49606026EF8D9EEADFBB40C0F5974A3AD01B2E48CC99,4f92286c-80ae-5fb1-ac40-5d3b725b7752,3,0,3,1,0
2F2B06CD4260309F6609DEFD99CE06814D4FEDFD06493E7253A190162AD051A2,ef1615aa-96b0-5fa8-a4a8-f128e0e43e10,2,0,2,1,1
300D3C8CC22D568018C5E2E056F6CD641984C9E22E7453D411474DB2FFDB9658,63187f8a-75ec-5b8d-9883-20dbcf37e2b3,1,0,1,2,0
2F60CCA2E7742E30ACBEB5A41A32F890FA1B9CFF879F7DBB7D5227A4BC62E430,ed98ee95-ff03-5008-b589-c4d0a3f01bca,1,0,1,0,2
2F65CBA95584B2A178026536040A1752487A42FC1C39D50EABC25711DFC8921D,f3a0353a-46ca-50a7-96f9-1a16a61263f2,1,1,1,5,1
2F84B3C8DCF2167E5C4055F46B3D1B82DFA28B338D981E362979B64FC5FA576B,4359e32a-3ffa-512b-ae1a-c3bab01f1157,2,0,2,4,1
2FAD39182414F3FE6294EB8FC48630D020C2810DEFBEC255882E0B74EE3D8C07,2dd4f6a7-39bc-50fa-888e-4167fbed8d68,2,0,2,2,3
30ABEB06BC27542D7EE4A27DA3DAEF9FB2FD83C958EBD4E88A5A0381CE39D2B0,15c332ab-89a0-578c-89b7-9b0d779602dc,1,1,1,3,1
30ADCDA4EB203FF79B9DA1EFE239A0DB0562535C3EC42B37ECD9CE24B9E7CD3E,844b0f61-a6b1-5d98-aed3-a6428eff231a,3,1,3,2,3
3044152754F13683238C9F00193C3BCE9207000578CCF18F7DC1E8DDA6FA6440,e74953fb-477a-55d2-9e58-3bb2c0ca1a64,2,1,2,3,0
2BCA91B1ACA18845B90A57066B031752172D1C52DBA62D5FA24F1415C3C989C8,ee7c67c1-2a72-5937-83e0-dfaec4ce8264,2,0,2,4,3
325CC46EDE668FD14C649B01894654A176A179EC66FCDBCE34478361138A71A9,73efc1ba-fb31-5f42-9151-46eeac4a9d41,11,5,11,0,1
331ED5D031B5E0A9BAFE9F6C0EFF5D0B39711D29291AA5E83964EE3B6AFBF2EA,27dc77f9-e111-595a-83c3-ea924d3c6e6e,4,1,4,2,1
33624F1D79DD61B18DBAEE29C38D5456D32FF057A0B1A40DA32DF29D9F3CBE22,269b31ab-a151-5f6f-8083-4dfc7807d64f,5,2,5,4,2
2DE34EBC504B52B4FE9DB46326F80F22124DC6792BAE618480F6ECF52EF091B1,6df23afb-51c3-5554-b441-f3452a9476ca,12,4,12,3,2
31AF483E6E2983D22F4E3C157978C6ECD763CDDDF24D632A909F5FF87D78C99A,d0c9774b-ab5f-531a-8212-01e3517a027f,11,6,11,1,3
33F1DF84105CD367B542377D15CA5531E41DDD7897F877C747A10F07606B9581,cbcebf96-b37d-5596-8974-623d563b8d48,1,1,1,0,2
33F723375FFDD298DB585F5CD6FE92CCC615DE1ADEEA0C727EB4E555D8DEE858,2fedc798-8ba8-5dd2-8a98-ed822e247e2e,1,1,1,3,1
31BF9BC8088CEBE7EAE2C867AFDF19442CC4C86A8828961456408E04CEB99743,a63d86d7-19f2-5dde-b5ff-fd1c745fcba1,4,2,4,1,2
32B88F6BCB70D51851667A7AC2A4468E875291C49C32BC0153DA7E3BEF91C239,3c76c48d-986a-5eb3-94dc-848f540b3a9b,2,1,2,3,3
32DAE147147D6FD4DDD8873CDFFD7F4513F9DF9B33E195E2D5144A333729145B,95246634-d5c2-5c71-bebf-ecf1b97de083,1,1,1,2,1
327DB2AAA020B34EB9C53C84C3BE60182E9B1D2BFA92BD402BB094D1A220AE78,ddcfe516-51ae-5184-91df-92adac37b33c,2,1,2,0,3
333C596BAF282B5A38825F26746FA05CFF6B21AFFB4F3BE2E9280B1A548C7EB2,48b46806-499a-5e4b-b334-914420ff3cc3,2,0,2,2,1
2ECF79F1F5328BAC4236B7A876DB3FE3D3AE50E35B1BB669FB47321B59A31636,8bff94e8-3283-5452-8b14-009f701c1b2b,20,9,20,3,0
2EDAC01C2FB4C64BB0A63600716B0EE726F3BECE6555768ACEFF153DB9E7F387,eb658c52-5e50-51ac-a0d1-62d4729b84a8,1,1,1,2,0
32DAEFC70DAB5DC17F63C4FC1196E691E598F0777D7906F91AC89AB1DEB1919D,067bec86-42d0-5239-93bd-0e5a312cd6ee,2,1,2,2,1
2F1ECE7E64C4A45A30CDF8000442768D7AE5051988798808C8AF5447A4E52FD0,c740906a-0891-592a-80e3-56761cb04de6,1,0,1,0,1
333D6624A8047A57B85721EA7B673997E729CD64753EAFCD203FED1E20727C17,8629798a-e7cd-56aa-bee6-0fe4e85318f2,12,6,12,4,2
2F674F955A2BA0BCED84DBEA738DBFED021D782DB611E111E84F3E5E1EE20B21,70d9dfc0-6f1b-5863-b2af-03735206b4d9,2,1,2,2,1
34E43F7F60256601CEFCF86239804DE4264DBABFD6CBA67ED7FE7E2EA6797AB4,63b36c18-178a-5205-b32a-cb4a5593cefb,8,3,8,2,0
34170BC03B37E81375A6B58708404037CB7977880F65EF6915621069869A4D0D,7ad48598-a9e5-538a-9827-f8f640a927ad,29,10,29,2,3
337C105532F0B2791C52B63AE55105208BCA7743BE926869368308E8D940807C,23485a83-6aa4-5615-bd67-837d99e94f4d,2,2,2,5,3
301E5C4168841526634A03AE73750EBDFB025E1F5B021A57F7B604FC42953E40,755a4648-d03d-5690-a0d9-f5aa9e5558d8,1,1,1,3,0
349634A895B8876F3836E222ACF4F262D1D7D04E72D8C33C00B0B8A58C010F13,c975e0f0-33ec-547e-9bb1-7caff4c89af8,1,0,1,5,3
306FE08CFD9F30AE3399F4FF8A08BEEEFCD625B9B857765B6FA059F85F3AB449,e0931a85-7ccc-5a82-8781-486591357514,7,5,7,2,0
33E2FE183F739E493F6327100E4D8DB51EC33D409A5C035C6F55A4C59886949C,d928f3cf-c66d-5667-8b29-7c8669b849d1,9,4,9,2,1
365ECEF0C368A4FE273E7D052EAA037FF329D96053C2B44EE89C32C496C760BE,71eddd01-32f3-5c8e-a6d4-26e08e62c3ff,4,1,4,2,2
35C2854858626A216EDF865C13A5EA0538EF1BF25BC7AEC6B2887B9FB5054141,f9d04ff0-fbe1-5278-b108-c017a1c8b646,7,4,7,0,2
31411198DB40D045C1057F4FF424458410C50FA0B580410C47308EF0BE421BA4,bb8cb1c3-a219-534e-af23-c3cc84e26a29,1,0,1,3,2
36ACEAD55AEA6E703ADF1609E9ACEDDEAE17D3AF8E21E464DE24FBA7D5983FBE,4c7f4619-28a9-5f16-be97-d5a11185c7af,2,1,2,1,0
36B445CC8EBC174F6D505F0313096F1310B797186BDB88A46BA8E188222F2526,45a4be2b-245e-56d1-b326-ec61b4ec59b8,3,1,3,1,3
36FDAFD26F3BA71E1FA90A43A532EBA596E5993F056A3634FB7347655781F233,5b38e4bc-3790-51f3-93fa-0c1fa0bdfb1c,2,0,2,1,1
3705549B6B17CB71147087BB4DB8F5AA6946E735A4E8E35A9BA1D91DE255F59C,7c22e299-97b4-51b7-88cc-d2932a332fb7,1,0,1,4,2
